System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
23:11:28:845,312500527122237,1.0005,3562,15.6995,15.7005,4.3613,7.4990,7.4995,2.0832,0.0000,0.0000,0.0000,
23:11:29:846,312503729234321,2.0012,3600,16.4230,32.1271,8.9242,9.4860,16.9875,4.7188,0.0000,0.0000,0.0000,
23:11:30:846,312506931225649,3.0018,3579,20.2090,52.3398,14.5388,11.9838,28.9734,8.0482,0.0000,0.0000,0.0000,
23:11:31:847,312510133232942,4.0024,3598,4.3358,56.6764,15.7434,1.7135,30.6873,8.5243,0.0000,0.0000,0.0000,
23:11:32:849,312513339128800,5.0042,1533,2.8988,59.5757,16.5488,0.7676,31.4550,8.7375,0.0000,0.0000,0.0000,
23:11:33:851,312516545753664,6.0063,1012,1.3662,60.9426,16.9285,0.0132,31.4682,8.7412,0.0000,0.0000,0.0000,
23:11:35:87,312520502497540,7.2427,2866,10.4276,73.8309,20.5086,6.6781,39.7222,11.0339,0.0000,0.0000,0.0000,
23:11:36:89,312523708547264,8.2446,1094,1.3740,75.2052,20.8903,0.0238,39.7460,11.0405,0.0000,0.0000,0.0000,
23:11:37:91,312526915268896,9.2467,972,1.3037,76.5096,21.2527,0.0000,39.7460,11.0405,0.0000,0.0000,0.0000,
23:11:38:92,312530118123738,10.2476,3589,10.0334,86.5477,24.0410,5.4034,45.1519,12.5422,0.0000,0.0000,0.0000,
23:11:39:94,312533324035856,11.2494,1507,1.7583,88.3063,24.5295,0.1296,45.2814,12.5782,0.0000,0.0000,0.0000,
23:11:40:145,312536685607854,12.2999,3399,12.1528,101.0671,28.0742,8.6973,54.4138,15.1149,0.0000,0.0000,0.0000,
23:11:41:145,312539887784110,13.3005,3470,52.6574,153.7354,42.7043,42.8348,97.2575,27.0160,0.0000,0.0000,0.0000,
23:11:42:146,312543089891822,14.3012,3405,54.0863,207.8322,57.7312,44.2395,141.5056,39.3071,0.0000,0.0000,0.0000,
23:11:43:147,312546292022047,15.3018,3399,52.6188,260.4607,72.3502,42.7528,184.2664,51.1851,0.0000,0.0000,0.0000,
23:11:44:147,312549494223496,16.3025,3399,55.3803,315.8522,87.7367,45.4367,229.7123,63.8090,0.0000,0.0000,0.0000,
23:11:45:148,312552696428214,17.3032,3399,55.5101,371.3741,103.1595,45.5487,275.2707,76.4641,0.0000,0.0000,0.0000,
23:11:46:149,312555898615621,18.3039,3399,55.1586,426.5440,118.4844,45.1923,320.4722,89.0201,0.0000,0.0000,0.0000,
23:11:47:149,312559100778562,19.3045,3399,54.9365,481.4921,133.7478,44.9635,365.4453,101.5126,0.0000,0.0000,0.0000,
23:11:48:150,312562302862128,20.3052,3399,55.4529,536.9554,149.1543,45.4682,410.9220,114.1450,0.0000,0.0000,0.0000,
23:11:49:151,312565505277373,21.3059,3399,54.9661,591.9368,164.4269,45.0225,455.9570,126.6547,0.0000,0.0000,0.0000,
23:11:50:151,312568708149331,22.3068,3424,54.3865,646.3469,179.5408,44.4307,500.4070,139.0019,0.0000,0.0000,0.0000,
23:11:51:152,312571910301361,23.3074,3399,55.8946,702.2521,195.0700,45.9547,546.3704,151.7696,0.0000,0.0000,0.0000,
23:11:52:153,312575112517500,24.3081,3399,55.4550,757.7183,210.4773,45.4737,591.8533,164.4037,0.0000,0.0000,0.0000,
23:11:53:153,312578314632782,25.3088,3399,56.2286,813.9579,226.0994,46.2556,638.1180,177.2550,0.0000,0.0000,0.0000,
23:11:54:154,312581516705120,26.3094,3399,56.5562,870.5245,241.8124,46.5996,684.7261,190.2017,0.0000,0.0000,0.0000,
23:11:55:155,312584718787916,27.3100,3403,55.2301,925.7650,257.1569,45.2598,729.9945,202.7763,0.0000,0.0000,0.0000,
23:11:56:155,312587920893402,28.3107,3400,54.6570,980.4320,272.3422,44.7406,774.7433,215.2065,0.0000,0.0000,0.0000,
23:11:57:156,312591123114486,29.3114,3418,56.0728,1036.5168,287.9213,46.1322,820.8854,228.0237,0.0000,0.0000,0.0000,
23:11:58:157,312594325412812,30.3120,3556,49.6888,1086.2164,301.7268,40.3288,861.2230,239.2286,0.0000,0.0000,0.0000,
23:11:59:157,312597527533992,31.3127,3399,54.7868,1141.0137,316.9482,44.8102,906.0417,251.6783,0.0000,0.0000,0.0000,
23:12:00:158,312600729794472,32.3134,3404,56.0569,1197.0842,332.5234,46.0814,952.1343,264.4818,0.0000,0.0000,0.0000,
23:12:01:159,312603932044822,33.3141,3403,55.9937,1253.0884,348.0801,45.9827,998.1257,277.2571,0.0015,0.0015,0.0004,
23:12:02:159,312607134307531,34.3148,3402,55.9250,1309.0266,363.6185,45.9823,1044.1188,290.0330,0.0000,0.0015,0.0004,
23:12:03:160,312610336472243,35.3154,3399,55.8371,1364.8755,379.1321,45.8858,1090.0143,302.7818,0.0000,0.0015,0.0004,
23:12:04:161,312613538589456,36.3161,3399,56.2287,1421.1147,394.7541,46.3137,1136.3367,315.6491,0.0000,0.0015,0.0004,
23:12:05:162,312616741007138,37.3168,3411,56.3074,1477.4357,410.3988,46.4224,1182.7703,328.5473,0.0000,0.0015,0.0004,
23:12:06:162,312619943198501,38.3175,3400,57.4422,1534.8909,426.3586,47.4470,1230.2280,341.7300,0.0000,0.0015,0.0004,
23:12:07:163,312623145325570,39.3181,3399,57.4742,1592.3759,442.3266,47.5366,1277.7736,354.9371,0.0000,0.0015,0.0004,
23:12:08:164,312626347549800,40.3188,3400,58.2564,1650.6443,458.5123,48.3663,1326.1500,368.3750,0.0000,0.0015,0.0004,
23:12:09:164,312629549610268,41.3195,3399,57.5835,1708.2382,474.5106,47.6109,1373.7694,381.6026,0.0000,0.0015,0.0004,
23:12:10:165,312632751745396,42.3201,3399,54.6470,1762.8958,489.6933,44.7722,1418.5503,394.0417,0.0000,0.0015,0.0004,
23:12:11:165,312635953821855,43.3207,3415,56.7118,1819.6180,505.4495,46.8734,1465.4324,407.0645,0.0000,0.0015,0.0004,
23:12:12:166,312639155922064,44.3214,3418,56.5461,1876.1745,521.1596,46.6216,1512.0625,420.0174,0.0000,0.0015,0.0004,
23:12:13:167,312642358057765,45.3220,3405,56.0011,1932.1863,536.7184,46.0928,1558.1641,432.8234,0.0000,0.0015,0.0004,
23:12:14:167,312645560341111,46.3227,3406,57.1632,1989.3622,552.6006,47.3062,1605.4808,445.9669,0.0000,0.0015,0.0004,
23:12:15:168,312648762514789,47.3234,3399,56.6711,2046.0444,568.3457,46.6839,1652.1738,458.9372,0.0000,0.0015,0.0004,
23:12:16:169,312651964740994,48.3241,3399,57.8800,2103.9366,584.4268,47.9445,1700.1284,472.2579,0.0000,0.0015,0.0004,
23:12:17:169,312655166853715,49.3247,3399,57.2199,2161.1679,600.3244,47.2915,1747.4293,485.3970,0.0000,0.0015,0.0004,
23:12:18:170,312658368969215,50.3254,3399,56.3655,2217.5435,615.9843,46.4609,1793.8986,498.3052,0.0000,0.0015,0.0004,
23:12:19:171,312661571078431,51.3260,3399,57.1463,2274.7010,631.8614,47.2737,1841.1816,511.4393,0.0000,0.0015,0.0004,
