System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
11:04:41:593,449439362307435,1.0005,3267,2.1864,2.1866,0.6074,0.2711,0.2711,0.0753,0.0000,0.0000,0.0000,
11:04:42:594,449442566849535,2.0019,1094,1.7170,3.9041,1.0845,0.1191,0.3903,0.1084,0.0000,0.0000,0.0000,
11:04:43:595,449445769422464,3.0027,3584,6.4287,10.3351,2.8709,2.7093,3.1006,0.8613,0.0000,0.0000,0.0000,
11:04:44:595,449448971481504,4.0033,3588,14.0142,24.3521,6.7645,6.2995,9.4013,2.6115,0.0000,0.0000,0.0000,
11:04:45:596,449452173568075,5.0040,3526,15.9804,40.3356,11.2043,8.7671,18.1702,5.0473,0.0000,0.0000,0.0000,
11:04:46:597,449455375630635,6.0046,3595,20.3043,60.6439,16.8455,11.9672,30.1397,8.3721,0.0000,0.0000,0.0000,
11:04:47:597,449458577686304,7.0052,3399,26.0413,86.6895,24.0804,17.5006,47.6433,13.2343,0.0000,0.0000,0.0000,
11:04:48:598,449461779793536,8.0059,3521,55.0385,141.7390,39.3719,45.0716,92.7239,25.7566,0.0000,0.0000,0.0000,
11:04:49:599,449464982399515,9.0067,1387,4.1084,145.8483,40.5134,1.5994,94.3236,26.2010,0.0000,0.0000,0.0000,
11:04:50:878,449469077062350,10.2862,2095,1.4220,147.6672,41.0187,0.0312,94.3635,26.2121,0.0000,0.0000,0.0000,
11:04:51:879,449472278999060,11.2868,3591,14.7783,162.4478,45.1244,9.4190,103.7839,28.8289,0.0000,0.0000,0.0000,
11:04:52:880,449475481117872,12.2875,3399,14.0041,176.4546,49.0152,9.6596,113.4454,31.5126,0.0000,0.0000,0.0000,
11:04:53:880,449478683294559,13.2882,3399,55.7521,232.2178,64.5049,45.8377,159.2922,44.2478,0.0000,0.0000,0.0000,
11:04:54:881,449481885402934,14.2888,3399,57.4988,289.7275,80.4799,47.4111,206.7123,57.4201,0.0000,0.0000,0.0000,
11:04:55:882,449485087570112,15.2895,3399,56.9621,346.7005,96.3057,46.9123,253.6335,70.4537,0.0000,0.0000,0.0000,
11:04:56:882,449488289678097,16.2901,3399,56.2713,402.9827,111.9396,46.2775,299.9200,83.3111,0.0000,0.0000,0.0000,
11:04:57:883,449491491767705,17.2907,3399,57.0309,460.0243,127.7845,46.9494,346.8782,96.3551,0.0016,0.0016,0.0004,
11:04:58:883,449494693871996,18.2914,3399,57.2529,517.2881,143.6911,47.2164,394.1036,109.4732,0.0000,0.0016,0.0004,
11:04:59:884,449497895960854,19.2920,3399,56.7676,574.0663,159.4629,46.8178,440.9302,122.4806,0.0000,0.0016,0.0004,
11:05:00:885,449501098121181,20.2927,3399,56.8924,630.9700,175.2695,46.8121,487.7516,135.4866,0.0000,0.0016,0.0004,
11:05:01:885,449504300191004,21.2933,3464,56.5863,687.5666,190.9907,46.5556,534.3156,148.4210,0.0000,0.0016,0.0004,
11:05:02:886,449507502269326,22.2939,3399,56.9154,744.4925,206.8035,46.8682,581.1924,161.4423,0.0000,0.0016,0.0004,
11:05:03:887,449510704545090,23.2946,3399,56.5245,801.0275,222.5076,46.4957,627.6968,174.3602,0.0000,0.0016,0.0004,
11:05:04:887,449513906963723,24.2954,3399,57.7596,858.8043,238.5568,47.7552,675.4662,187.6295,0.0000,0.0016,0.0004,
11:05:05:888,449517109095025,25.2960,3423,56.5959,915.4116,254.2810,46.6410,722.1166,200.5879,0.0000,0.0016,0.0004,
11:05:06:892,449520319972209,26.2994,3408,57.4714,972.8940,270.2483,47.3587,769.4844,213.7457,0.0000,0.0016,0.0004,
11:05:07:892,449523522115310,27.3001,3400,57.8389,1030.7440,286.3178,47.7766,817.2701,227.0195,0.0000,0.0016,0.0004,
11:05:08:893,449526724292800,28.3007,3404,57.5344,1088.2903,302.3029,47.5242,864.8041,240.2234,0.0000,0.0016,0.0004,
11:05:09:893,449529926429117,29.3014,3399,56.9165,1145.2174,318.1159,46.8982,911.7111,253.2531,0.0000,0.0016,0.0004,
11:05:10:894,449533128751496,30.3021,3402,56.4247,1201.6570,333.7936,46.4061,958.1295,266.1471,0.0000,0.0016,0.0004,
11:05:11:895,449536330821232,31.3027,3399,56.8260,1258.4933,349.5815,46.7518,1004.8897,279.1360,0.0000,0.0016,0.0004,
11:05:12:895,449539532902391,32.3034,3399,57.6084,1316.1124,365.5868,47.6124,1052.5110,292.3642,0.0000,0.0016,0.0004,
11:05:13:896,449542735049233,33.3040,3399,57.5800,1373.7034,381.5843,47.5772,1100.0974,305.5826,0.0000,0.0016,0.0004,
11:05:14:897,449545937219805,34.3047,3399,57.9723,1431.6876,397.6910,47.9869,1148.0942,318.9150,0.0000,0.0016,0.0004,
11:05:15:898,449549139843595,35.3055,3399,58.0507,1489.7589,413.8219,47.9907,1196.1019,332.2505,0.0000,0.0016,0.0004,
11:05:16:898,449552341938405,36.3061,3400,57.5591,1547.3288,429.8136,47.4999,1243.6108,345.4474,0.0000,0.0016,0.0004,
11:05:17:899,449555544094202,37.3068,3399,57.4464,1604.7864,445.7740,47.4268,1291.0468,358.6241,0.0000,0.0016,0.0004,
11:05:18:900,449558746213584,38.3074,3399,57.7648,1662.5628,461.8230,47.6523,1338.7087,371.8635,0.0000,0.0016,0.0004,
11:05:19:900,449561948297515,39.3081,3399,50.2217,1712.7939,475.7761,40.4373,1379.1535,383.0982,0.0000,0.0016,0.0004,
11:05:20:901,449565150830230,40.3089,3409,57.6597,1770.4713,491.7976,47.6932,1426.8613,396.3504,0.0000,0.0016,0.0004,
11:05:21:902,449568352938841,41.3095,3401,57.9069,1828.3895,507.8860,47.8597,1474.7303,409.6473,0.0000,0.0016,0.0004,
11:05:22:902,449571554998259,42.3101,3399,57.8574,1886.2573,523.9604,47.8121,1522.5511,422.9309,0.0000,0.0016,0.0004,
11:05:23:903,449574757107231,43.3108,3417,59.0786,1945.3468,540.3741,49.1088,1571.6689,436.5747,0.0000,0.0016,0.0004,
11:05:24:904,449577959176834,44.3114,3400,57.8800,2003.2373,556.4548,47.7804,1619.4581,449.8495,0.0000,0.0016,0.0004,
11:05:25:904,449581161405998,45.3121,3399,58.6407,2061.8915,572.7477,48.6052,1668.0745,463.3540,0.0000,0.0016,0.0004,
11:05:26:905,449584363621006,46.3128,3566,55.5310,2117.4325,588.1757,45.6437,1713.7264,476.0351,0.0000,0.0016,0.0004,
11:05:27:905,449587565700240,47.3134,3418,56.9053,2174.3482,603.9856,46.8698,1760.6047,489.0569,0.0000,0.0016,0.0004,
11:05:28:906,449590767777550,48.3140,3399,57.4537,2231.8126,619.9479,47.4471,1808.0607,502.2391,0.0000,0.0016,0.0004,
11:05:29:907,449593969834169,49.3147,3399,58.0567,2289.8796,636.0777,48.0829,1856.1522,515.5978,0.0000,0.0016,0.0004,
11:05:30:907,449597172062824,50.3153,3399,58.2744,2348.1674,652.2687,48.2229,1904.3862,528.9962,0.0000,0.0016,0.0004,
11:05:31:908,449600374136442,51.3160,3399,57.8735,2406.0517,668.3477,47.8923,1952.2874,542.3020,0.0000,0.0016,0.0004,
11:05:32:909,449603576251129,52.3166,3400,45.5237,2451.5839,680.9955,36.8935,1989.1877,552.5522,0.0000,0.0016,0.0004,
11:05:33:909,449606778331950,53.3173,3405,57.7978,2509.3925,697.0535,47.7200,2036.9166,565.8102,0.0000,0.0016,0.0004,
11:05:34:910,449609980420880,54.3179,3399,58.7902,2568.1938,713.3872,48.7381,2085.6639,579.3511,0.0000,0.0016,0.0004,
11:05:35:911,449613182692901,55.3186,3399,48.2940,2616.4990,726.8053,39.3543,2125.0273,590.2854,0.0000,0.0016,0.0004,
11:05:36:911,449616384884544,56.3193,3409,50.3765,2666.8854,740.8015,40.4778,2165.5132,601.5314,0.0000,0.0016,0.0004,
11:05:37:912,449619587097305,57.3199,3404,57.8092,2724.7081,756.8634,47.7803,2213.3046,614.8068,0.0000,0.0016,0.0004,
11:05:38:913,449622789223967,58.3206,3399,58.4799,2783.1990,773.1108,48.5416,2261.8553,628.2932,0.0000,0.0016,0.0004,
11:05:39:913,449625991317722,59.3212,3400,59.8714,2843.0812,789.7448,49.9612,2311.8255,642.1738,0.0000,0.0016,0.0004,
