System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
15:36:36:451,1331099909173256,1.0005,3590,14.5526,14.5531,4.0425,6.3484,6.3486,1.7635,0.0000,0.0000,0.0000,
15:36:37:451,1331103111206760,2.0011,3432,9.9612,24.5163,6.8101,4.2398,10.5892,2.9415,0.0000,0.0000,0.0000,
15:36:38:452,1331106313111830,3.0017,3574,20.2835,44.8026,12.4452,11.4084,21.9993,6.1109,0.0000,0.0000,0.0000,
15:36:39:452,1331109515163485,4.0023,3575,23.1182,67.9254,18.8682,14.4952,36.4973,10.1381,0.0000,0.0000,0.0000,
15:36:40:453,1331112717099328,5.0029,3576,18.9787,86.9069,24.1408,10.7594,47.2583,13.1273,0.0000,0.0000,0.0000,
15:36:41:454,1331115919113597,6.0035,3556,18.8003,105.7107,29.3641,10.6217,57.8820,16.0783,0.0000,0.0000,0.0000,
15:36:42:454,1331119121095258,7.0041,3592,18.7304,124.4445,34.5679,10.5499,68.4337,19.0094,0.0000,0.0000,0.0000,
15:36:43:455,1331122323128541,8.0047,3600,18.6257,143.0738,39.7427,10.4599,78.8956,21.9155,0.0000,0.0000,0.0000,
15:36:44:455,1331125524995825,9.0053,3576,18.7531,161.8296,44.9527,10.5536,89.4507,24.8474,0.0000,0.0000,0.0000,
15:36:45:456,1331128727045984,10.0059,3599,18.6387,180.4720,50.1311,10.4350,99.8878,27.7466,0.0000,0.0000,0.0000,
15:36:46:457,1331131928981336,11.0065,3600,18.5795,199.0541,55.2928,10.3061,110.1954,30.6098,0.0000,0.0000,0.0000,
15:36:47:457,1331135131021760,12.0071,3592,18.7627,217.8210,60.5058,10.5020,120.6996,33.5277,0.0000,0.0000,0.0000,
15:36:48:458,1331138333037832,13.0078,3600,18.6791,236.5036,65.6954,10.4764,131.1780,36.4383,0.0000,0.0000,0.0000,
15:36:49:458,1331141535056247,14.0084,3590,18.7237,255.2308,70.8975,10.5008,141.6808,39.3558,0.0000,0.0000,0.0000,
15:36:50:459,1331144737098519,15.0090,3561,18.4800,273.7145,76.0318,10.3511,152.0339,42.2316,0.0000,0.0000,0.0000,
15:36:51:460,1331147939116992,16.0096,3514,18.7042,292.4222,81.2284,10.4834,162.5193,45.1442,0.0000,0.0000,0.0000,
15:36:52:460,1331151141146109,17.0102,3584,18.6948,311.1205,86.4224,10.4987,173.0200,48.0611,0.0000,0.0000,0.0000,
15:36:53:461,1331154343197597,18.0109,3590,18.9317,330.0557,91.6821,10.7372,183.7592,51.0442,0.0000,0.0000,0.0000,
15:36:54:462,1331157545201213,19.0115,3595,18.8779,348.9371,96.9270,10.6973,194.4585,54.0162,0.0000,0.0000,0.0000,
15:36:55:462,1331160747276296,20.0121,3599,18.8471,367.7881,102.1634,10.7051,205.1658,56.9905,0.0000,0.0000,0.0000,
15:36:56:463,1331163949272928,21.0127,3596,18.9081,386.6996,107.4166,10.7521,215.9199,59.9777,0.0010,0.0010,0.0003,
15:36:57:463,1331167151287328,22.0133,3599,18.8894,405.5925,112.6646,10.7636,226.6855,62.9682,0.0000,0.0010,0.0003,
15:36:58:464,1331170353289940,23.0139,3598,19.4837,425.0798,118.0777,11.3607,238.0482,66.1245,0.0000,0.0010,0.0003,
15:36:59:465,1331173555394524,24.0146,3399,37.5933,462.6801,128.5222,28.3838,266.4372,74.0103,0.0000,0.0010,0.0003,
15:37:00:465,1331176757468569,25.0152,3399,59.4566,522.1479,145.0411,49.2774,315.7238,87.7011,0.0000,0.0010,0.0003,
15:37:01:466,1331179959532133,26.0158,3399,59.7807,581.9395,161.6498,49.6576,365.3905,101.4974,0.0000,0.0010,0.0003,
15:37:02:467,1331183161591162,27.0165,3399,59.7116,641.6619,178.2394,49.6256,415.0251,115.2848,0.0000,0.0010,0.0003,
15:37:03:467,1331186363649704,28.0171,3399,59.8535,701.5262,194.8684,49.8242,464.8583,129.1273,0.0000,0.0010,0.0003,
15:37:04:468,1331189565715240,29.0177,3399,59.8085,761.3458,211.4849,49.7799,514.6475,142.9576,0.0000,0.0010,0.0003,
15:37:05:468,1331192767782804,30.0184,3572,44.6786,806.0334,223.8982,35.1624,549.8170,152.7269,0.0000,0.0010,0.0003,
15:37:06:469,1331195969735409,31.0190,3399,54.0436,860.0849,238.9125,43.8007,593.6241,164.8956,0.0000,0.0010,0.0003,
15:37:07:470,1331199171804433,32.0196,3402,59.3698,919.4655,255.4071,49.0674,642.7005,178.5279,0.0000,0.0010,0.0003,
15:37:08:470,1331202373892706,33.0202,3399,59.5686,979.0452,271.9570,49.3864,692.0961,192.2489,0.0000,0.0010,0.0003,
15:37:09:471,1331205576019865,34.0209,3399,59.0948,1038.1519,288.3755,49.0250,741.1310,205.8697,0.0000,0.0010,0.0003,
15:37:10:472,1331208778230579,35.0216,3399,59.5409,1097.7064,304.9185,49.3794,790.5217,219.5894,0.0000,0.0010,0.0003,
15:37:11:472,1331211980308956,36.0222,3399,51.4911,1149.2071,319.2242,41.4686,831.9980,231.1106,0.0000,0.0010,0.0003,
15:37:12:473,1331215182378655,37.0228,3399,58.6944,1207.9121,335.5311,48.4830,880.4898,244.5805,0.0000,0.0010,0.0003,
15:37:13:474,1331218384410466,38.0234,3399,57.7315,1265.6537,351.5705,47.4526,927.9507,257.7641,0.0000,0.0010,0.0003,
15:37:14:474,1331221586433841,39.0241,3399,58.9529,1324.6169,367.9491,48.7101,976.6693,271.2970,0.0000,0.0010,0.0003,
15:37:15:475,1331224788645416,40.0247,3399,59.0511,1383.6817,384.3560,48.8507,1025.5313,284.8698,0.0000,0.0010,0.0003,
15:37:16:475,1331227990699033,41.0254,3399,38.3983,1422.0870,395.0242,28.9229,1054.4594,292.9054,0.0000,0.0010,0.0003,
15:37:17:476,1331231192737856,42.0260,3413,58.6083,1480.7059,411.3072,48.3239,1102.7920,306.3311,0.0000,0.0010,0.0003,
15:37:18:477,1331234394890519,43.0266,3472,56.1184,1536.8351,426.8987,45.8761,1148.6770,319.0769,0.0000,0.0010,0.0003,
15:37:19:477,1331237596968165,44.0273,3399,56.2050,1593.0505,442.5140,45.9625,1194.6479,331.8467,0.0000,0.0010,0.0003,
15:37:20:478,1331240799176537,45.0280,3399,58.9764,1652.0402,458.9000,48.7123,1243.3713,345.3809,0.0000,0.0010,0.0003,
15:37:21:479,1331244001257567,46.0286,3399,58.1763,1710.2272,475.0631,47.9393,1291.3195,358.6999,0.0000,0.0010,0.0003,
15:37:22:479,1331247203411129,47.0292,3399,57.8506,1768.0888,491.1358,47.5287,1338.8572,371.9048,0.0000,0.0010,0.0003,
15:37:23:480,1331250405539839,48.0299,3399,58.0543,1826.1549,507.2653,47.6846,1386.5515,385.1532,0.0000,0.0010,0.0003,
15:37:24:481,1331253607647784,49.0305,3399,58.8498,1885.0156,523.6154,48.5053,1435.0658,398.6294,0.0000,0.0010,0.0003,
15:37:25:481,1331256809945834,50.0312,3474,55.0773,1940.1064,538.9185,44.8612,1479.9380,411.0939,0.0000,0.0010,0.0003,
15:37:26:482,1331260012040096,51.0319,3400,56.3900,1996.5070,554.5853,46.0576,1526.0042,423.8901,0.0000,0.0010,0.0003,
15:37:27:483,1331263214122160,52.0325,3399,57.7941,2054.3120,570.6422,47.4125,1573.4257,437.0627,0.0000,0.0010,0.0003,
15:37:28:483,1331266416214027,53.0332,3399,58.1888,2112.5118,586.8088,47.8065,1621.2412,450.3448,0.0000,0.0010,0.0003,
15:37:29:484,1331269618365492,54.0338,3399,58.4467,2170.9694,603.0471,48.1155,1669.3657,463.7127,0.0000,0.0010,0.0003,
15:37:30:485,1331272820479837,55.0345,3399,58.3975,2229.3785,619.2718,48.0438,1717.4190,477.0608,0.0000,0.0010,0.0003,
15:37:31:485,1331276022608976,56.0351,3399,57.5545,2286.9444,635.2623,47.1227,1764.5511,490.1531,0.0000,0.0010,0.0003,
15:37:32:486,1331279224685908,57.0357,3399,57.9401,2344.8952,651.3598,47.5716,1812.1315,503.3699,0.0000,0.0010,0.0003,
15:37:33:486,1331282426781875,58.0364,3399,58.1281,2403.0343,667.5095,47.8142,1859.9548,516.6541,0.0000,0.0010,0.0003,
15:37:34:487,1331285628879958,59.0370,3402,57.6814,2460.7268,683.5352,47.2946,1907.2584,529.7940,0.0000,0.0010,0.0003,
15:37:35:488,1331288830989018,60.0377,3399,56.8010,2517.5388,699.3163,46.3927,1953.6600,542.6833,0.0000,0.0010,0.0003,
15:37:36:488,1331292033070676,61.0383,3399,57.2556,2574.8051,715.2236,46.9503,2000.6191,555.7275,0.0000,0.0010,0.0003,
15:37:37:489,1331295235185864,62.0389,3399,57.9622,2632.7784,731.3273,47.6567,2048.2850,568.9681,0.0000,0.0010,0.0003,
15:37:38:490,1331298437260662,63.0396,3399,57.9647,2690.7537,747.4316,47.5792,2095.8730,582.1869,0.0000,0.0010,0.0003,
15:37:39:490,1331301639348101,64.0402,3399,57.0832,2747.8475,763.2910,46.6281,2142.5098,595.1416,0.0016,0.0026,0.0007,
15:37:40:491,1331304841639344,65.0409,3399,57.4721,2805.3328,779.2591,47.0451,2189.5656,608.2127,0.0000,0.0026,0.0007,
15:37:41:492,1331308043749308,66.0416,3399,57.8177,2863.1615,795.3226,47.4500,2237.0247,621.3958,0.0000,0.0026,0.0007,
15:37:42:492,1331311245856965,67.0422,3399,58.0066,2921.1793,811.4387,47.6579,2284.6918,634.6366,0.0000,0.0026,0.0007,
15:37:43:493,1331314447964613,68.0429,3399,57.0763,2978.2662,827.2962,46.6002,2331.3007,647.5835,0.0000,0.0026,0.0007,
15:37:44:494,1331317650098681,69.0435,3399,57.0902,3035.3680,843.1578,46.6492,2377.9594,660.5443,0.0000,0.0026,0.0007,
15:37:45:494,1331320852318163,70.0442,3400,57.5264,3092.9073,859.1409,47.1390,2425.1089,673.6414,0.0000,0.0026,0.0007,
15:37:46:495,1331324054396377,71.0448,3399,57.9742,3150.8922,875.2478,47.6218,2472.7396,686.8721,0.0000,0.0026,0.0007,
15:37:47:496,1331327256489867,72.0455,3399,58.4794,3209.3827,891.4952,48.1085,2520.8572,700.2381,0.0000,0.0026,0.0007,
15:37:48:496,1331330458590335,73.0461,3399,57.8694,3267.2631,907.5731,47.4586,2568.3248,713.4235,0.0000,0.0026,0.0007,
15:37:49:497,1331333660707958,74.0467,3442,57.1960,3324.4697,923.4638,46.7437,2615.0772,726.4103,0.0000,0.0026,0.0007,
15:37:50:498,1331336862881326,75.0474,3399,57.0101,3381.4922,939.3034,46.6129,2661.7003,739.3612,0.0000,0.0026,0.0007,
15:37:51:498,1331340064922897,76.0480,3399,56.7570,3438.2595,955.0721,46.4224,2708.1310,752.2586,0.0000,0.0026,0.0007,
15:37:52:499,1331343266973407,77.0487,3399,56.9371,3495.2068,970.8908,46.6127,2754.7521,765.2089,0.0000,0.0026,0.0007,
15:37:53:499,1331346469021439,78.0493,3399,57.7781,3552.9952,986.9431,47.5170,2802.2776,778.4104,0.0000,0.0026,0.0007,
15:37:54:500,1331349671065771,79.0499,3399,57.2117,3610.2170,1002.8380,46.7163,2849.0021,791.3895,0.0000,0.0026,0.0007,
15:37:55:501,1331352873171024,80.0505,3399,57.2663,3667.4942,1018.7484,46.8266,2895.8376,804.3993,0.0000,0.0026,0.0007,
15:37:56:501,1331356075227862,81.0512,3399,57.4088,3724.9135,1034.6982,47.0453,2942.8915,817.4699,0.0000,0.0026,0.0007,
15:37:57:502,1331359277267280,82.0518,3400,57.8382,3782.7620,1050.7672,47.3978,2990.2977,830.6383,0.0000,0.0026,0.0007,
15:37:58:503,1331362479320512,83.0524,3399,57.8234,3840.5957,1066.8321,47.4495,3037.7557,843.8210,0.0000,0.0026,0.0007,
15:37:59:503,1331365681406917,84.0531,3399,58.0419,3898.6483,1082.9579,47.6219,3085.3864,857.0518,0.0000,0.0026,0.0007,
15:38:00:504,1331368883520034,85.0537,3399,57.8356,3956.4951,1099.0264,47.3434,3132.7389,870.2052,0.0000,0.0026,0.0007,
15:38:01:504,1331372085592000,86.0543,3399,57.2048,4013.7106,1114.9196,46.7232,3179.4708,883.1863,0.0000,0.0026,0.0007,
15:38:02:505,1331375287602774,87.0550,3399,57.1645,4070.8846,1130.8013,46.7347,3226.2133,896.1703,0.0000,0.0026,0.0007,
15:38:03:506,1331378489658033,88.0556,3399,57.5379,4128.4330,1146.7869,47.1212,3273.3430,909.2619,0.0000,0.0026,0.0007,
15:38:04:506,1331381691707996,89.0562,3399,58.0543,4186.4977,1162.9160,47.6818,3321.0333,922.5093,0.0000,0.0026,0.0007,
15:38:05:507,1331384893774710,90.0568,3399,58.5327,4245.0413,1179.1781,48.1837,3369.2260,935.8961,0.0000,0.0026,0.0007,
15:38:06:508,1331388095854699,91.0575,3399,58.3371,4303.3891,1195.3859,47.8749,3417.1097,949.1971,0.0000,0.0026,0.0007,
15:38:07:508,1331391297950678,92.0581,3400,58.1213,4361.5214,1211.5337,47.6938,3464.8126,962.4479,0.0000,0.0026,0.0007,
15:38:08:509,1331394500077908,93.0588,3399,57.5143,4419.0464,1227.5129,46.9996,3511.8209,975.5058,0.0000,0.0026,0.0007,
15:38:09:510,1331397702169329,94.0594,3399,56.5563,4475.6131,1243.2259,46.1238,3557.9531,988.3203,0.0000,0.0026,0.0007,
