System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
06:47:13:292,676488228458766,1.0005,3598,15.3601,15.3612,4.2670,7.2053,7.2057,2.0016,0.0000,0.0000,0.0000,
06:47:14:292,676491430551464,2.0011,3599,14.2886,29.6530,8.2369,6.4396,13.6468,3.7908,0.0000,0.0000,0.0000,
06:47:15:293,676494632693201,3.0018,3599,14.4614,44.1171,12.2548,6.5353,20.1834,5.6065,0.0000,0.0000,0.0000,
06:47:16:294,676497834742420,4.0024,3590,21.9500,66.0713,18.3531,13.4865,33.6725,9.3535,0.0000,0.0000,0.0000,
06:47:17:294,676501036764122,5.0030,3529,20.8379,86.9130,24.1425,12.3781,46.0529,12.7925,0.0000,0.0000,0.0000,
06:47:18:295,676504238846193,6.0037,3592,21.7439,108.6612,30.1837,13.1948,59.2502,16.4584,0.0000,0.0000,0.0000,
06:47:19:296,676507440842280,7.0043,3576,11.6073,120.2707,33.4085,6.4317,65.6831,18.2453,0.0000,0.0000,0.0000,
06:47:20:297,676510646797472,8.0061,953,1.8138,122.0848,33.9125,0.1527,65.8358,18.2877,0.0000,0.0000,0.0000,
06:47:21:299,676513853466272,9.0082,841,1.3086,123.3940,34.2761,0.0000,65.8358,18.2877,0.0000,0.0000,0.0000,
06:47:22:300,676517056295799,10.0091,3599,12.9225,136.3224,37.8673,7.3744,73.2136,20.3371,0.0000,0.0000,0.0000,
06:47:23:449,676520733065872,11.1580,2401,4.9732,142.0309,39.4530,2.2336,75.7775,21.0493,0.0000,0.0000,0.0000,
06:47:24:450,676523936009931,12.1589,3468,4.3405,146.3734,40.6593,2.1893,77.9678,21.6577,0.0000,0.0000,0.0000,
06:47:25:451,676527138169314,13.1596,3399,54.7134,201.0973,55.8604,44.7428,122.7192,34.0887,0.0000,0.0000,0.0000,
06:47:26:452,676530340372243,14.1603,3403,54.2368,255.3454,70.9293,44.1773,166.9057,46.3627,0.0000,0.0000,0.0000,
06:47:27:452,676533542563741,15.1610,3399,56.0137,311.3710,86.4920,45.8856,212.8011,59.1114,0.0000,0.0000,0.0000,
06:47:28:453,676536744944549,16.1617,3428,56.0536,367.4393,102.0665,45.8917,258.7048,71.8625,0.0000,0.0000,0.0000,
06:47:29:454,676539947077631,17.1623,3399,57.1968,424.6467,117.9574,47.0864,305.8000,84.9445,0.0015,0.0015,0.0004,
06:47:30:454,676543149193718,18.1630,3399,56.8421,481.4999,133.7500,46.6885,352.4977,97.9160,0.0000,0.0015,0.0004,
06:47:31:455,676546351307897,19.1636,3399,56.6305,538.1414,149.4837,46.5117,399.0185,110.8385,0.0000,0.0015,0.0004,
06:47:32:456,676549553442199,20.1643,3399,56.6854,594.8378,165.2327,46.6003,445.6279,123.7855,0.0000,0.0015,0.0004,
