System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
10:20:22:136,440928974957370,1.0005,3592,15.2152,15.2162,4.2267,6.6448,6.6453,1.8459,0.0000,0.0000,0.0000,
10:20:23:137,440932177039456,2.0011,3591,21.9595,37.1804,10.3279,13.3862,20.0342,5.5651,0.0000,0.0000,0.0000,
10:20:24:138,440935379172758,3.0018,3399,27.9877,65.1730,18.1036,19.1774,39.2150,10.8931,0.0000,0.0000,0.0000,
10:20:25:138,440938581270248,4.0024,3418,56.5666,121.7499,33.8194,46.6075,85.8311,23.8420,0.0000,0.0000,0.0000,
10:20:26:139,440941783618379,5.0032,3497,50.3216,172.0833,47.8009,40.6282,126.4688,35.1302,0.0000,0.0000,0.0000,
10:20:27:140,440944985778734,6.0038,3399,58.1054,230.2011,63.9448,48.0352,174.5142,48.4762,0.0000,0.0000,0.0000,
10:20:28:140,440948187854560,7.0044,3399,58.4045,288.6164,80.1712,48.3063,222.8294,61.8971,0.0000,0.0000,0.0000,
10:20:29:141,440951389959549,8.0051,3399,58.7517,347.3792,96.4942,48.6896,271.5282,75.4245,0.0000,0.0000,0.0000,
10:20:30:142,440954592040366,9.0057,3414,58.3835,405.7734,112.7148,48.3125,319.8495,88.8471,0.0000,0.0000,0.0000,
10:20:31:142,440957794121498,10.0064,3399,58.9857,464.7701,129.1028,48.9361,368.7948,102.4430,0.0000,0.0000,0.0000,
10:20:32:143,440960996151447,11.0070,3539,53.9652,518.7457,144.0960,44.0762,412.8795,114.6888,0.0000,0.0000,0.0000,
10:20:33:144,440964198202094,12.0076,3399,53.4543,572.2094,158.9470,43.8614,456.7485,126.8746,0.0000,0.0000,0.0000,
10:20:34:144,440967400272165,13.0082,3399,58.9866,631.2066,175.3352,48.9722,505.7296,140.4804,0.0000,0.0000,0.0000,
10:20:35:145,440970602401768,14.0089,3399,58.0451,689.2625,191.4618,47.9636,553.7021,153.8062,0.0016,0.0016,0.0004,
10:20:36:145,440973804457984,15.0095,3399,49.7052,738.9766,205.2713,40.5343,594.2437,165.0677,0.0000,0.0016,0.0004,
10:20:37:146,440977006526068,16.0101,3459,59.0710,798.0584,221.6829,49.0635,643.3162,178.6989,0.0000,0.0016,0.0004,
10:20:38:147,440980208697984,17.0108,3401,58.4563,856.5256,237.9238,48.3546,691.6797,192.1333,0.0000,0.0016,0.0004,
10:20:39:147,440983410774839,18.0114,3399,58.1781,914.7145,254.0874,48.1398,739.8285,205.5079,0.0000,0.0016,0.0004,
10:20:40:148,440986612874170,19.0121,3399,58.8276,973.5529,270.4314,48.8310,788.6685,219.0746,0.0000,0.0016,0.0004,
10:20:41:149,440989815088636,20.0128,3399,59.2123,1032.7783,286.8828,49.0758,837.7552,232.7098,0.0000,0.0016,0.0004,
10:20:42:154,440993031433957,21.0179,3399,59.2193,1092.0402,303.3445,49.1392,886.9298,246.3694,0.0000,0.0016,0.0004,
10:20:43:154,440996233500334,22.0185,3403,58.9235,1150.9746,319.7152,48.8625,935.8013,259.9448,0.0000,0.0016,0.0004,
10:20:44:155,440999435469192,23.0191,3529,52.3318,1203.3154,334.2543,42.5884,978.3971,271.7770,0.0000,0.0016,0.0004,
10:20:45:156,441002637539854,24.0197,3399,44.4756,1247.7991,346.6109,34.9927,1013.3962,281.4990,0.0000,0.0016,0.0004,
10:20:46:156,441005839699915,25.0204,3528,56.7954,1304.6078,362.3911,46.8115,1060.2186,294.5052,0.0000,0.0016,0.0004,
10:20:47:157,441009041769235,26.0210,3399,56.4558,1361.0737,378.0760,46.4862,1106.7131,307.4203,0.0000,0.0016,0.0004,
10:20:48:158,441012243822332,27.0216,3399,58.9462,1420.0303,394.4529,48.8135,1155.5353,320.9820,0.0000,0.0016,0.0004,
10:20:49:158,441015445898262,28.0223,3400,58.8651,1478.9062,410.8073,48.7887,1204.3330,334.5369,0.0000,0.0016,0.0004,
10:20:50:159,441018647971229,29.0229,3399,58.9524,1537.8694,427.1860,48.9261,1253.2681,348.1300,0.0000,0.0016,0.0004,
10:20:51:160,441021851253792,30.0239,3399,59.0950,1596.9976,443.6104,49.0478,1302.3434,361.7621,0.0000,0.0016,0.0004,
10:20:52:160,441025053340307,31.0245,3418,58.8329,1655.8415,459.9560,48.6885,1351.0410,375.2892,0.0000,0.0016,0.0004,
10:20:53:161,441028255357355,32.0252,3399,59.3007,1715.1518,476.4311,49.2313,1400.2802,388.9667,0.0000,0.0016,0.0004,
10:20:54:165,441031467754800,33.0290,3399,57.8479,1773.0103,492.5028,47.9695,1448.2585,402.2940,0.0000,0.0016,0.0004,
10:20:55:166,441034669856278,34.0297,3400,59.5273,1832.5492,509.0414,49.2163,1497.4844,415.9679,0.0000,0.0016,0.0004,
10:20:56:166,441037872164692,35.0304,3399,59.0401,1891.6029,525.4453,48.9492,1546.4449,429.5680,0.0000,0.0016,0.0004,
10:20:57:167,441041074246586,36.0310,3526,52.5758,1944.1899,540.0527,43.0715,1589.5256,441.5349,0.0000,0.0016,0.0004,
10:20:58:168,441044276290251,37.0316,3399,41.0540,1985.2510,551.4586,32.6861,1622.2174,450.6159,0.0000,0.0016,0.0004,
10:20:59:168,441047478366367,38.0323,3399,58.8900,2044.1519,567.8200,48.8032,1671.0295,464.1749,0.0000,0.0016,0.0004,
10:21:00:171,441050687471232,39.0351,3399,59.1767,2103.3398,584.2611,49.0731,1720.1119,477.8089,0.0000,0.0016,0.0004,
10:21:01:172,441053889711720,40.0358,3399,59.3548,2162.7086,600.7524,49.3058,1769.4294,491.5082,0.0000,0.0016,0.0004,
10:21:02:172,441057091980503,41.0365,3399,51.7158,2214.4341,615.1206,42.2501,1811.6874,503.2465,0.0000,0.0016,0.0004,
10:21:03:173,441060294218722,42.0372,3399,59.8451,2274.2938,631.7483,49.8534,1861.5529,517.0980,0.0000,0.0016,0.0004,
10:21:04:174,441063496289372,43.0378,3425,59.7322,2334.0369,648.3436,49.8187,1911.3807,530.9391,0.0000,0.0016,0.0004,
