System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
13:50:58:310,481365337748880,1.0017,1128,1.5787,1.5789,0.4386,0.0638,0.0638,0.0177,0.0000,0.0000,0.0000,
13:50:59:311,481368540646897,2.0026,2816,1.5602,3.1399,0.8722,0.0680,0.1319,0.0366,0.0000,0.0000,0.0000,
13:51:00:312,481371743486778,3.0035,1595,1.8029,4.9431,1.3731,0.1571,0.2891,0.0803,0.0000,0.0000,0.0000,
13:51:01:314,481374949248736,4.0053,1225,1.3131,6.2566,1.7379,0.0004,0.2895,0.0804,0.0000,0.0000,0.0000,
13:51:02:315,481378152081492,5.0062,2730,1.5568,7.8141,2.1706,0.0480,0.3375,0.0938,0.0000,0.0000,0.0000,
13:51:03:315,481381354097760,6.0068,3574,15.7945,23.6113,6.5587,7.6593,7.9981,2.2217,0.0000,0.0000,0.0000,
13:51:04:316,481384556129812,7.0074,3600,15.1011,38.7153,10.7542,7.2959,15.2953,4.2487,0.0000,0.0000,0.0000,
13:51:05:317,481387758263930,8.0081,3563,19.7142,58.4340,16.2317,11.3667,26.6646,7.4068,0.0000,0.0000,0.0000,
13:51:06:317,481390960385451,9.0087,3565,20.1692,78.6077,21.8355,11.7916,38.4589,10.6830,0.0000,0.0000,0.0000,
13:51:07:318,481394162432622,10.0093,3597,19.8432,98.4548,27.3485,11.6996,50.1608,13.9335,0.0000,0.0000,0.0000,
13:51:08:318,481397364454612,11.0099,2721,2.3045,100.7597,27.9888,0.4805,50.6414,14.0670,0.0000,0.0000,0.0000,
13:51:09:319,481400567689633,12.0109,3511,1.8844,102.6445,28.5124,0.1876,50.8290,14.1192,0.0000,0.0000,0.0000,
13:51:10:574,481404583784605,13.2659,2811,2.3054,105.5366,29.3157,0.7170,51.7285,14.3690,0.0000,0.0000,0.0000,
13:51:11:575,481407785930620,14.2666,3400,41.0878,146.6321,40.7312,31.8644,83.5989,23.2219,0.0000,0.0000,0.0000,
13:51:12:576,481410988096086,15.2673,3399,55.7130,202.3563,56.2101,45.5080,129.1161,35.8656,0.0000,0.0000,0.0000,
13:51:13:576,481414190328308,16.2680,3522,51.8733,254.2407,70.6224,41.7432,170.8682,47.4634,0.0000,0.0000,0.0000,
13:51:14:577,481417392369238,17.2686,3498,46.0033,300.2515,83.4032,35.9644,206.8385,57.4551,0.0000,0.0000,0.0000,
13:51:15:578,481420594551505,18.2692,3537,49.3637,349.6253,97.1181,39.2417,246.0883,68.3578,0.0000,0.0000,0.0000,
13:51:16:578,481423796754065,19.2699,3482,18.8768,368.5062,102.3628,13.1643,259.2554,72.0154,0.0000,0.0000,0.0000,
13:51:17:579,481426998891386,20.2706,3472,48.0116,416.5270,115.7019,38.4523,297.7150,82.6986,0.0000,0.0000,0.0000,
13:51:18:580,481430200904468,21.2712,3529,41.2030,457.7379,127.1494,32.3466,330.0679,91.6855,0.0000,0.0000,0.0000,
13:51:19:580,481433403037156,22.2718,3436,17.8902,475.6315,132.1199,11.9046,341.9748,94.9930,0.0000,0.0000,0.0000,
13:51:20:581,481436605091956,23.2725,3523,35.1919,510.8303,141.8973,27.4631,369.4432,102.6231,0.0000,0.0000,0.0000,
13:51:21:582,481439807118699,24.2731,3411,41.6722,552.5095,153.4749,33.0826,402.5314,111.8143,0.0000,0.0000,0.0000,
13:51:22:582,481443009263740,25.2737,3480,36.0370,588.5530,163.4870,27.5323,430.0687,119.4635,0.0000,0.0000,0.0000,
13:51:23:583,481446211596135,26.2744,3555,28.7093,617.2682,171.4634,21.3286,451.4017,125.3894,0.0000,0.0000,0.0000,
13:51:24:584,481449413743933,27.2751,3525,47.0614,664.3412,184.5392,37.6876,489.0984,135.8607,0.0000,0.0000,0.0000,
13:51:25:584,481452615817715,28.2757,3399,36.6874,701.0353,194.7320,28.9802,518.0839,143.9122,0.0000,0.0000,0.0000,
13:51:26:585,481455818043278,29.2764,3463,43.3415,744.3855,206.7737,33.6417,551.7324,153.2590,0.0000,0.0000,0.0000,
13:51:27:586,481459020143007,30.2771,3412,45.7521,790.1461,219.4850,35.8585,587.5975,163.2215,0.0000,0.0000,0.0000,
13:51:28:586,481462222272505,31.2777,3442,46.6455,836.8009,232.4447,36.7535,624.3585,173.4329,0.0000,0.0000,0.0000,
