System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
05:19:42:446,106716993675760,1.0005,3534,16.3799,16.3810,4.5503,9.8553,9.8560,2.7378,0.0000,0.0000,0.0000,
05:19:43:454,106720221027374,2.0091,3422,53.7329,70.5494,19.5971,43.6593,53.8692,14.9637,0.0014,0.0014,0.0004,
05:19:44:455,106723423078352,3.0097,3406,52.7378,123.2968,34.2491,42.6095,96.4863,26.8018,0.0000,0.0014,0.0004,
05:19:45:456,106726625162263,4.0104,3421,54.6083,177.9147,49.4207,44.4578,140.9520,39.1533,0.0000,0.0014,0.0004,
05:19:46:456,106729827229829,5.0110,3402,56.3713,234.2962,65.0823,46.1851,187.1456,51.9849,0.0000,0.0014,0.0004,
05:19:47:457,106733029315475,6.0116,3400,56.3086,290.6148,80.7263,46.1143,233.2681,64.7967,0.0000,0.0014,0.0004,
05:19:48:457,106736231507472,7.0123,3402,39.4334,330.0555,91.6821,31.6731,264.9471,73.5964,0.0000,0.0014,0.0004,
05:19:49:458,106739433659993,8.0130,3399,41.2618,371.3262,103.1462,33.3029,298.2572,82.8492,0.0000,0.0014,0.0004,
05:19:50:459,106742635721664,9.0136,3400,54.6691,426.0051,118.3348,44.5634,342.8287,95.2302,0.0000,0.0014,0.0004,
05:19:51:459,106745837800040,10.0142,3403,56.6925,482.7079,134.0855,46.5465,389.3837,108.1621,0.0000,0.0014,0.0004,
05:19:52:460,106749039889943,11.0149,3401,56.3128,539.0316,149.7310,46.1749,435.5674,120.9910,0.0000,0.0014,0.0004,
05:19:53:461,106752241984215,12.0155,3405,54.0515,593.0930,164.7481,44.0570,479.6326,133.2313,0.0000,0.0014,0.0004,
05:19:54:461,106755444167968,13.0162,3401,56.3448,649.4487,180.4024,46.1552,525.7968,146.0547,0.0000,0.0014,0.0004,
05:19:55:462,106758646398147,14.0169,3415,42.9599,692.4180,192.3383,34.5165,560.3208,155.6447,0.0000,0.0014,0.0004,
05:19:56:463,106761848463616,15.0175,3406,55.8617,748.2899,207.8583,45.7408,606.0699,168.3527,0.0000,0.0014,0.0004,
05:19:57:463,106765050620162,16.0182,3483,48.7803,797.0815,221.4115,39.7995,645.8787,179.4107,0.0000,0.0014,0.0004,
05:19:58:464,106768252677643,17.0188,3399,47.8052,844.8950,234.6931,38.6128,684.4982,190.1384,0.0000,0.0014,0.0004,
05:19:59:465,106771454789873,18.0194,3399,56.8614,901.7672,250.4909,46.7475,731.2546,203.1263,0.0000,0.0014,0.0004,
05:20:00:465,106774656810702,19.0200,3514,50.1618,951.9391,264.4275,40.8837,772.1466,214.4852,0.0000,0.0014,0.0004,
05:20:01:466,106777858869276,20.0207,3399,42.6673,994.6136,276.2816,34.5877,806.7401,224.0945,0.0000,0.0014,0.0004,
05:20:02:467,106781060993303,21.0213,3407,54.6752,1049.2999,291.4722,44.6375,851.3867,236.4963,0.0000,0.0014,0.0004,
05:20:03:467,106784263059417,22.0220,3404,41.9663,1091.2741,303.1317,33.8122,885.2052,245.8903,0.0000,0.0014,0.0004,
