System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
18:32:59:725,1364966878682444,1.0016,1002,1.4239,1.4240,0.3956,0.0305,0.0305,0.0085,0.0000,0.0000,0.0000,
18:33:00:727,1364970084798298,2.0035,930,1.3194,2.7441,0.7622,0.0023,0.0328,0.0091,0.0000,0.0000,0.0000,
18:33:01:729,1364973290162442,3.0051,1004,1.4967,4.2415,1.1782,0.0633,0.0961,0.0267,0.0000,0.0000,0.0000,
18:33:02:730,1364976492699933,4.0059,3597,9.7547,13.9997,3.8888,4.3869,4.4846,1.2457,0.0000,0.0000,0.0000,
18:33:03:730,1364979694754347,5.0066,3599,12.0866,26.0887,7.2469,5.3819,9.8675,2.7410,0.0000,0.0000,0.0000,
18:33:04:731,1364982896764221,6.0072,3597,11.8496,37.9405,10.5390,5.2693,15.1378,4.2049,0.0000,0.0000,0.0000,
18:33:05:732,1364986098786877,7.0078,3592,14.1077,52.0509,14.4586,6.4216,21.5607,5.9891,0.0000,0.0000,0.0000,
18:33:06:732,1364989300894292,8.0084,3571,17.0921,69.1463,19.2073,9.0031,30.5656,8.4904,0.0000,0.0000,0.0000,
18:33:07:733,1364992502951944,9.0091,3596,22.4018,91.5524,25.4312,13.8233,44.3914,12.3309,0.0000,0.0000,0.0000,
18:33:09:7,1364996580505114,10.2833,3578,20.4395,117.5879,32.6633,11.9968,59.6727,16.5758,0.0000,0.0000,0.0000,
18:33:10:8,1364999782514615,11.2839,3554,20.4538,138.0455,38.3460,12.0288,71.7037,19.9177,0.0000,0.0000,0.0000,
18:33:11:8,1365002984501853,12.2845,3597,20.4755,158.5245,44.0346,11.9606,83.6664,23.2407,0.0000,0.0000,0.0000,
18:33:12:9,1365006186558490,13.2851,3575,23.8099,182.3389,50.6497,15.0114,98.6807,27.4113,0.0000,0.0000,0.0000,
18:33:13:10,1365009388568506,14.2857,3587,18.9868,201.3292,55.9248,10.6718,109.3544,30.3762,0.0000,0.0000,0.0000,
18:33:14:10,1365012590603328,15.2864,3599,18.8265,220.1592,61.1553,10.5123,119.8687,33.2969,0.0000,0.0000,0.0000,
18:33:15:11,1365015792619700,16.2870,3590,18.5246,238.6872,66.3020,10.1885,130.0591,36.1275,0.0000,0.0000,0.0000,
18:33:16:11,1365018994630536,17.2876,3596,19.1464,257.8371,71.6214,10.8453,140.9064,39.1407,0.0000,0.0000,0.0000,
18:33:17:12,1365022196644459,18.2882,3596,18.5409,276.3813,76.7726,10.2875,151.1957,41.9988,0.0000,0.0000,0.0000,
18:33:18:13,1365025398660576,19.2888,3583,18.5842,294.9689,81.9358,10.3278,161.5255,44.8682,0.0000,0.0000,0.0000,
18:33:19:13,1365028600792203,20.2895,3599,18.5217,313.4947,87.0819,10.2814,171.8091,47.7247,0.0000,0.0000,0.0000,
18:33:20:14,1365031802824523,21.2901,3599,18.9574,332.4556,92.3488,10.7399,182.5510,50.7086,0.0000,0.0000,0.0000,
18:33:21:14,1365035004811502,22.2907,3580,18.5316,350.9905,97.4974,10.2775,192.8303,53.5640,0.0000,0.0000,0.0000,
