System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
15:01:29:988,13985983511173,1.0006,3410,52.6846,52.6882,14.6356,41.9468,41.9496,11.6527,0.0000,0.0000,0.0000,
15:01:30:989,13989185951008,2.0013,3402,54.7034,107.4072,29.8353,43.9333,85.8955,23.8599,0.0000,0.0000,0.0000,
15:01:31:993,13992397779452,3.0050,3399,54.9258,162.5101,45.1417,44.1386,130.1764,36.1601,0.0000,0.0000,0.0000,
15:01:32:994,13995599841751,4.0057,3406,55.6367,218.1573,60.5992,44.8441,175.0289,48.6191,0.0000,0.0000,0.0000,
15:01:33:994,13998801812631,5.0063,3441,56.1367,274.3047,76.1958,45.2332,220.2708,61.1863,0.0000,0.0000,0.0000,
