System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
01:56:11:396,139686295478423,1.0005,3442,36.8853,36.8880,10.2467,26.9709,26.9729,7.4925,0.0000,0.0000,0.0000,
01:56:12:397,139689497479394,2.0011,3467,39.4786,76.3745,21.2151,29.4433,56.4220,15.6728,0.0000,0.0000,0.0000,
01:56:13:397,139692699656703,3.0018,3475,38.9446,115.3265,32.0351,28.8489,85.2764,23.6879,0.0000,0.0000,0.0000,
01:56:14:398,139695901805472,4.0025,3402,39.0587,154.3935,42.8871,29.0094,114.2920,31.7478,0.0000,0.0000,0.0000,
01:56:15:399,139699104056595,5.0032,3399,38.5589,192.9607,53.6002,28.6123,142.9105,39.6974,0.0000,0.0000,0.0000,
01:56:16:399,139702306428912,6.0039,3475,38.3450,231.3150,64.2542,28.3579,171.2753,47.5765,0.0000,0.0000,0.0000,
01:56:17:400,139705508709638,7.0047,3441,38.8867,270.2130,75.0592,28.8714,200.1550,55.5986,0.0000,0.0000,0.0000,
01:56:18:401,139708710897632,8.0053,3480,40.2531,310.4745,86.2429,30.1581,230.3195,63.9776,0.0000,0.0000,0.0000,
01:56:19:401,139711912937813,9.0060,3407,38.4338,348.9166,96.9213,28.5438,258.8693,71.9081,0.0000,0.0000,0.0000,
01:56:20:405,139715125402841,10.0099,3425,38.6737,387.7209,107.7002,28.7073,287.6736,79.9093,0.0000,0.0000,0.0000,
01:56:21:409,139718338181277,11.0139,3486,38.9246,426.6545,118.5151,28.8674,316.5477,87.9299,0.0000,0.0000,0.0000,
01:56:22:410,139721540226126,12.0145,3488,39.3859,466.0493,129.4581,29.3573,345.9115,96.0865,0.0000,0.0000,0.0000,
01:56:23:411,139724742241945,13.0152,3441,39.3997,505.4565,140.4046,29.4413,375.3585,104.2662,0.0000,0.0000,0.0000,
01:56:24:411,139727944307321,14.0158,3399,39.0665,544.5302,151.2584,29.0242,404.3879,112.3300,0.0000,0.0000,0.0000,
