timestamp, pstate, temperature.gpu, utilization.gpu [%], memory.used [MiB], clocks.current.video [MHz], clocks.current.graphics [MHz], clocks.current.sm [MHz], fan.speed [%], power.draw [W]
2016/11/24 10:40:09.180, P8, 35, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.86 W
2016/11/24 10:40:10.183, P2, 36, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.39 W
2016/11/24 10:40:11.186, P2, 36, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.58 W
2016/11/24 10:40:12.188, P2, 36, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.58 W
2016/11/24 10:40:13.191, P2, 36, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.55 W
2016/11/24 10:40:14.193, P2, 36, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.55 W
2016/11/24 10:40:15.196, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.58 W
2016/11/24 10:40:16.199, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.67 W
2016/11/24 10:40:17.201, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.56 W
2016/11/24 10:40:18.204, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.66 W
2016/11/24 10:40:19.206, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.68 W
2016/11/24 10:40:20.208, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.56 W
2016/11/24 10:40:21.211, P2, 37, 5 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.54 W
2016/11/24 10:40:22.213, P2, 37, 3 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.55 W
2016/11/24 10:40:23.216, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.94 W
2016/11/24 10:40:24.219, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.35 W
2016/11/24 10:40:25.222, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.35 W
2016/11/24 10:40:26.225, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.54 W
2016/11/24 10:40:27.228, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.44 W
2016/11/24 10:40:28.230, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.58 W
2016/11/24 10:40:29.232, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.58 W
2016/11/24 10:40:30.235, P2, 37, 2 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.44 W
2016/11/24 10:40:31.237, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.02 W
2016/11/24 10:40:32.240, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.52 W
2016/11/24 10:40:33.243, P2, 37, 2 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.34 W
2016/11/24 10:40:34.246, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.47 W
2016/11/24 10:40:35.249, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.35 W
2016/11/24 10:40:36.252, P2, 38, 2 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.45 W
2016/11/24 10:40:37.254, P2, 37, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.33 W
2016/11/24 10:40:38.257, P2, 38, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.44 W
2016/11/24 10:40:39.260, P2, 38, 0 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.53 W
2016/11/24 10:40:40.262, P2, 38, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.58 W
2016/11/24 10:40:41.265, P2, 38, 9 %, 753 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.40 W
