timestamp, pstate, temperature.gpu, utilization.gpu [%], memory.used [MiB], clocks.current.video [MHz], clocks.current.graphics [MHz], clocks.current.sm [MHz], fan.speed [%], power.draw [W]
2016/11/28 08:24:48.299, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 10.15 W
2016/11/28 08:24:49.302, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.57 W
2016/11/28 08:24:50.305, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.57 W
2016/11/28 08:24:51.309, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.57 W
2016/11/28 08:24:52.313, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.48 W
2016/11/28 08:24:53.316, P2, 39, 14 %, 550 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.32 W
2016/11/28 08:24:54.324, P2, 39, 0 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.45 W
2016/11/28 08:24:55.327, P2, 39, 9 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.17 W
2016/11/28 08:24:56.329, P2, 39, 10 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.27 W
2016/11/28 08:24:57.331, P2, 40, 10 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.27 W
2016/11/28 08:24:58.334, P2, 40, 10 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.44 W
2016/11/28 08:24:59.336, P2, 40, 9 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.46 W
2016/11/28 08:25:00.339, P2, 39, 0 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.45 W
2016/11/28 08:25:01.342, P2, 40, 0 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.36 W
2016/11/28 08:25:02.345, P2, 40, 0 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.45 W
2016/11/28 08:25:03.348, P2, 40, 0 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.45 W
2016/11/28 08:25:04.351, P2, 40, 0 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.47 W
2016/11/28 08:25:05.354, P2, 40, 10 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.97 W
2016/11/28 08:25:06.356, P2, 40, 10 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.25 W
2016/11/28 08:25:07.359, P2, 40, 9 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.88 W
2016/11/28 08:25:08.361, P2, 40, 10 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.88 W
2016/11/28 08:25:09.363, P2, 40, 10 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.07 W
2016/11/28 08:25:10.367, P2, 40, 10 %, 571 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.07 W
2016/11/28 08:25:11.370, P2, 41, 10 %, 571 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.17 W
2016/11/28 08:25:12.372, P2, 41, 10 %, 291 MiB, 1141 MHz, 1392 MHz, 1392 MHz, 20 %, 42.62 W
