timestamp, pstate, temperature.gpu, utilization.gpu [%], memory.used [MiB], clocks.current.video [MHz], clocks.current.graphics [MHz], clocks.current.sm [MHz], fan.speed [%], power.draw [W]
2016/11/27 19:46:20.335, P8, 35, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.96 W
2016/11/27 19:46:21.338, P2, 36, 9 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.87 W
2016/11/27 19:46:22.341, P2, 36, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.95 W
2016/11/27 19:46:23.343, P2, 36, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.05 W
2016/11/27 19:46:24.346, P2, 36, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.77 W
2016/11/27 19:46:25.348, P2, 36, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.77 W
2016/11/27 19:46:26.350, P2, 36, 9 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.96 W
2016/11/27 19:46:27.353, P2, 37, 11 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.97 W
2016/11/27 19:46:28.355, P2, 37, 0 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 38.47 W
2016/11/27 19:46:29.358, P2, 37, 10 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 40.79 W
2016/11/27 19:46:30.361, P2, 37, 9 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 40.98 W
2016/11/27 19:46:31.363, P2, 37, 10 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 40.99 W
2016/11/27 19:46:32.366, P2, 38, 10 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 40.99 W
2016/11/27 19:46:33.370, P2, 38, 11 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 40.88 W
2016/11/27 19:46:34.372, P2, 38, 10 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 40.99 W
2016/11/27 19:46:35.374, P2, 38, 7 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 39.74 W
2016/11/27 19:46:36.377, P2, 38, 10 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 40.80 W
