timestamp, pstate, temperature.gpu, utilization.gpu [%], memory.used [MiB], clocks.current.video [MHz], clocks.current.graphics [MHz], clocks.current.sm [MHz], fan.speed [%], power.draw [W]
2016/11/25 13:18:26.038, P5, 38, 0 %, 42 MiB, 591 MHz, 721 MHz, 721 MHz, 20 %, 16.63 W
2016/11/25 13:18:27.041, P2, 39, 9 %, 544 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.07 W
2016/11/25 13:18:28.043, P2, 39, 9 %, 544 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.25 W
2016/11/25 13:18:29.046, P2, 40, 7 %, 544 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.25 W
2016/11/25 13:18:30.048, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 34.74 W
2016/11/25 13:18:31.050, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.56 W
2016/11/25 13:18:32.054, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.56 W
2016/11/25 13:18:33.057, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.71 W
2016/11/25 13:18:34.060, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.71 W
2016/11/25 13:18:35.063, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.53 W
2016/11/25 13:18:36.065, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.72 W
2016/11/25 13:18:37.068, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.53 W
2016/11/25 13:18:38.071, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.53 W
2016/11/25 13:18:39.074, P2, 40, 0 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 34.47 W
2016/11/25 13:18:40.077, P2, 40, 9 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.76 W
2016/11/25 13:18:41.079, P2, 40, 9 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.45 W
2016/11/25 13:18:42.082, P2, 41, 9 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.37 W
2016/11/25 13:18:43.084, P2, 41, 9 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.17 W
2016/11/25 13:18:44.086, P2, 41, 9 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.26 W
2016/11/25 13:18:45.089, P2, 41, 7 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.08 W
2016/11/25 13:18:46.091, P2, 41, 9 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.55 W
2016/11/25 13:18:47.094, P2, 41, 9 %, 544 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.25 W
