timestamp, pstate, temperature.gpu, utilization.gpu [%], memory.used [MiB], clocks.current.video [MHz], clocks.current.graphics [MHz], clocks.current.sm [MHz], fan.speed [%], power.draw [W]
2016/11/27 03:40:58.687, P8, 37, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 10.34 W
2016/11/27 03:40:59.691, P8, 37, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.67 W
2016/11/27 03:41:00.697, P8, 37, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.67 W
2016/11/27 03:41:01.700, P8, 37, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.77 W
2016/11/27 03:41:02.704, P8, 37, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.67 W
2016/11/27 03:41:03.707, P2, 38, 16 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.62 W
2016/11/27 03:41:04.710, P2, 38, 9 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.86 W
2016/11/27 03:41:05.712, P2, 39, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.24 W
2016/11/27 03:41:06.714, P2, 39, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.34 W
2016/11/27 03:41:07.717, P2, 39, 9 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.15 W
2016/11/27 03:41:08.719, P2, 39, 2 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.83 W
2016/11/27 03:41:09.722, P2, 39, 0 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.45 W
2016/11/27 03:41:10.725, P2, 39, 0 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.44 W
2016/11/27 03:41:11.728, P2, 39, 0 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.45 W
2016/11/27 03:41:12.731, P2, 39, 0 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 32.45 W
2016/11/27 03:41:13.734, P2, 39, 9 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.06 W
2016/11/27 03:41:14.736, P2, 39, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.17 W
2016/11/27 03:41:15.739, P2, 39, 11 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.07 W
2016/11/27 03:41:16.741, P2, 39, 9 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.15 W
2016/11/27 03:41:17.744, P2, 39, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.25 W
2016/11/27 03:41:18.746, P2, 39, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.06 W
2016/11/27 03:41:19.748, P2, 39, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.15 W
2016/11/27 03:41:20.751, P2, 39, 10 %, 856 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.17 W
2016/11/27 03:41:21.753, P2, 40, 10 %, 856 MiB, 1120 MHz, 1366 MHz, 1366 MHz, 20 %, 38.95 W
2016/11/27 03:41:22.756, P2, 41, 10 %, 856 MiB, 1141 MHz, 1392 MHz, 1392 MHz, 20 %, 44.33 W
