timestamp, pstate, temperature.gpu, utilization.gpu [%], memory.used [MiB], clocks.current.video [MHz], clocks.current.graphics [MHz], clocks.current.sm [MHz], fan.speed [%], power.draw [W]
2016/11/23 05:24:46.784, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 10.84 W
2016/11/23 05:24:47.787, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.67 W
2016/11/23 05:24:48.791, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.67 W
2016/11/23 05:24:49.794, P8, 38, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 9.67 W
2016/11/23 05:24:50.797, P2, 39, 14 %, 544 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.77 W
2016/11/23 05:24:51.800, P2, 39, 9 %, 544 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.05 W
2016/11/23 05:24:52.802, P2, 39, 9 %, 544 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.26 W
2016/11/23 05:24:53.804, P2, 39, 9 %, 544 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.17 W
2016/11/23 05:24:54.807, P2, 39, 9 %, 544 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 34.26 W
2016/11/23 05:24:55.809, P2, 39, 0 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 33.32 W
2016/11/23 05:24:56.812, P2, 39, 0 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 33.31 W
2016/11/23 05:24:57.814, P2, 40, 1 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 33.60 W
2016/11/23 05:24:58.817, P2, 40, 0 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 33.32 W
2016/11/23 05:24:59.821, P2, 40, 0 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 33.40 W
2016/11/23 05:25:00.824, P2, 39, 0 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 33.40 W
2016/11/23 05:25:01.827, P2, 40, 0 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 33.31 W
2016/11/23 05:25:02.830, P2, 40, 0 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 33.32 W
2016/11/23 05:25:03.832, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 35.21 W
2016/11/23 05:25:04.835, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 35.11 W
2016/11/23 05:25:05.837, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 35.01 W
2016/11/23 05:25:06.840, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 34.91 W
2016/11/23 05:25:07.842, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 35.01 W
2016/11/23 05:25:08.845, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 35.01 W
2016/11/23 05:25:09.847, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 34.91 W
2016/11/23 05:25:10.850, P2, 40, 9 %, 544 MiB, 1026 MHz, 1252 MHz, 1252 MHz, 20 %, 34.91 W
