timestamp, pstate, temperature.gpu, utilization.gpu [%], memory.used [MiB], clocks.current.video [MHz], clocks.current.graphics [MHz], clocks.current.sm [MHz], fan.speed [%], power.draw [W]
2016/11/23 11:06:10.240, P8, 35, 0 %, 42 MiB, 405 MHz, 135 MHz, 135 MHz, 20 %, 10.06 W
2016/11/23 11:06:11.243, P2, 36, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.68 W
2016/11/23 11:06:12.246, P2, 36, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.87 W
2016/11/23 11:06:13.248, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.87 W
2016/11/23 11:06:14.250, P2, 36, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.87 W
2016/11/23 11:06:15.253, P2, 37, 8 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.97 W
2016/11/23 11:06:16.255, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.75 W
2016/11/23 11:06:17.257, P2, 37, 8 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.85 W
2016/11/23 11:06:18.260, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.77 W
2016/11/23 11:06:19.262, P2, 37, 8 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.85 W
2016/11/23 11:06:20.264, P2, 37, 9 %, 791 MiB, 996 MHz, 1215 MHz, 1215 MHz, 20 %, 33.65 W
2016/11/23 11:06:21.267, P2, 37, 9 %, 791 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.15 W
2016/11/23 11:06:22.269, P2, 37, 9 %, 791 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.26 W
2016/11/23 11:06:23.271, P2, 37, 9 %, 791 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.27 W
2016/11/23 11:06:24.274, P2, 37, 8 %, 791 MiB, 1058 MHz, 1290 MHz, 1290 MHz, 20 %, 36.26 W
