System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
01:50:51:188,21415906019726,1.0005,3599,17.9289,17.9302,4.9806,10.2910,10.2917,2.8588,0.0000,0.0000,0.0000,
01:50:52:189,21419108003008,2.0011,3599,18.1832,36.1171,10.0325,10.5419,20.8358,5.7877,0.0000,0.0000,0.0000,
01:50:53:189,21422309986027,3.0018,3600,18.1604,54.2810,15.0781,10.5219,31.3597,8.7110,0.0000,0.0000,0.0000,
01:50:54:190,21425511986862,4.0024,3599,18.2737,72.5583,20.1551,10.6642,42.0260,11.6739,0.0000,0.0000,0.0000,
01:50:55:191,21428714015217,5.0030,3592,16.3902,88.9521,24.7089,9.4070,51.4351,14.2875,0.0000,0.0000,0.0000,
01:50:56:192,21431919951376,6.0049,1001,1.3846,90.3370,25.0936,0.0330,51.4681,14.2967,0.0000,0.0000,0.0000,
01:50:57:195,21435126702176,7.0070,863,1.2931,91.6308,25.4530,0.0000,51.4681,14.2967,0.0000,0.0000,0.0000,
01:50:58:197,21438332868516,8.0089,862,1.3092,92.9406,25.8168,0.0001,51.4681,14.2967,0.0000,0.0000,0.0000,
01:50:59:199,21441539477024,9.0110,2999,6.1316,99.0751,27.5209,2.9579,54.4274,15.1187,0.0000,0.0000,0.0000,
01:51:00:201,21444746188864,10.0131,946,1.3002,100.3760,27.8822,0.0000,54.4274,15.1187,0.0000,0.0000,0.0000,
01:51:01:203,21447953032160,11.0152,858,1.3062,101.6829,28.2452,0.0000,54.4274,15.1187,0.0000,0.0000,0.0000,
01:51:02:205,21451158775420,12.0170,966,1.3021,102.9857,28.6071,0.0005,54.4280,15.1189,0.0000,0.0000,0.0000,
01:51:03:205,21454361453451,13.0179,3598,12.7880,115.7790,32.1608,7.0909,61.5219,17.0894,0.0000,0.0000,0.0000,
01:51:04:206,21457563548253,14.0185,3592,18.0926,133.8758,37.1877,10.5067,72.0309,20.0086,0.0000,0.0000,0.0000,
01:51:05:207,21460765549960,15.0191,3589,18.3554,152.2349,42.2875,10.7485,82.7817,22.9949,0.0000,0.0000,0.0000,
01:51:06:207,21463967533576,16.0198,3592,18.1661,170.4046,47.3346,10.4893,93.2730,25.9092,0.0000,0.0000,0.0000,
01:51:07:208,21467169526763,17.0204,3596,18.2541,188.6623,52.4062,10.6221,103.8972,28.8603,0.0000,0.0000,0.0000,
01:51:08:209,21470371534231,18.0210,3577,18.2861,206.9521,57.4867,10.6623,114.5616,31.8227,0.0000,0.0000,0.0000,
01:51:09:209,21473573716983,19.0217,3597,18.1942,225.1505,62.5418,10.5737,125.1378,34.7605,0.0000,0.0000,0.0000,
01:51:10:210,21476775744340,20.0223,3600,18.2193,243.3735,67.6037,10.5936,135.7336,37.7038,0.0000,0.0000,0.0000,
01:51:11:211,21479977740401,21.0230,3588,18.2910,261.6681,72.6856,10.6644,146.4001,40.6667,0.0000,0.0000,0.0000,
01:51:12:211,21483179714091,22.0236,3588,18.3163,279.9879,77.7744,10.6673,157.0694,43.6304,0.0000,0.0000,0.0000,
01:51:13:212,21486381699124,23.0242,3589,18.2205,298.2120,82.8367,10.6093,167.6808,46.5780,0.0000,0.0000,0.0000,
01:51:14:212,21489583769521,24.0248,3591,18.2142,316.4302,87.8973,10.5905,178.2737,49.5205,0.0000,0.0000,0.0000,
01:51:15:213,21492785887092,25.0255,3589,18.2505,334.6844,92.9679,10.6323,188.9081,52.4745,0.0000,0.0000,0.0000,
01:51:16:214,21495987891691,26.0261,3600,18.3310,353.0192,98.0609,10.6867,199.5970,55.4436,0.0000,0.0000,0.0000,
01:51:17:214,21499189876919,27.0268,3599,18.3055,371.3282,103.1467,10.6686,210.2677,58.4077,0.0000,0.0000,0.0000,
01:51:18:215,21502391879773,28.0274,3591,18.4060,389.7378,108.2605,10.7263,220.9962,61.3878,0.0000,0.0000,0.0000,
01:51:19:216,21505594017824,29.0281,3578,18.1751,407.9172,113.3103,10.5872,231.5859,64.3294,0.0000,0.0000,0.0000,
01:51:20:216,21508796067051,30.0287,3596,18.3583,426.2794,118.4109,10.6980,242.2862,67.3017,0.0011,0.0011,0.0003,
01:51:21:217,21511998194461,31.0294,3595,18.2949,444.5780,123.4939,10.6620,252.9503,70.2640,0.0000,0.0011,0.0003,
01:51:22:218,21515200224244,32.0300,3599,18.3385,462.9203,128.5890,10.6895,263.6420,73.2339,0.0000,0.0011,0.0003,
01:51:23:218,21518402246749,33.0306,3597,18.3701,481.2943,133.6928,10.6847,274.3289,76.2025,0.0000,0.0011,0.0003,
01:51:24:219,21521604386705,34.0313,3599,18.1906,499.4893,138.7470,10.5806,284.9120,79.1422,0.0000,0.0011,0.0003,
01:51:25:220,21524806526807,35.0320,3591,18.1627,517.6563,143.7934,10.5855,295.5001,82.0834,0.0000,0.0011,0.0003,
01:51:26:220,21528008761792,36.0327,3588,18.2819,535.9432,148.8731,10.6189,306.1219,85.0339,0.0000,0.0011,0.0003,
01:51:27:221,21531211100427,37.0334,3597,18.3136,554.2609,153.9614,10.6691,316.7934,87.9982,0.0000,0.0011,0.0003,
01:51:28:222,21534413486382,38.0342,3589,18.5198,572.7859,159.1072,10.8094,327.6059,91.0016,0.0000,0.0011,0.0003,
01:51:29:222,21537615673416,39.0348,3594,18.2248,591.0151,164.1709,10.6118,338.2202,93.9501,0.0000,0.0011,0.0003,
01:51:30:223,21540817644648,40.0355,3590,18.3511,609.3698,169.2694,10.6598,348.8821,96.9117,0.0000,0.0011,0.0003,
01:51:31:224,21544019614007,41.0361,3590,18.2841,627.6575,174.3493,10.6380,359.5223,99.8673,0.0000,0.0011,0.0003,
01:51:32:224,21547221576468,42.0367,3596,18.2173,645.8784,179.4107,10.5886,370.1130,102.8092,0.0000,0.0011,0.0003,
01:51:33:225,21550423664919,43.0374,3597,18.1394,664.0213,184.4504,10.5623,380.6774,105.7437,0.0000,0.0011,0.0003,
01:51:34:226,21553625711767,44.0380,3598,18.2211,682.2464,189.5129,10.6135,391.2932,108.6926,0.0000,0.0011,0.0003,
01:51:35:226,21556827672672,45.0386,3596,18.2823,700.5322,194.5923,10.6335,401.9288,111.6469,0.0000,0.0011,0.0003,
01:51:36:227,21560029633390,46.0392,3598,18.3442,718.8800,199.6889,10.6835,412.6144,114.6151,0.0000,0.0011,0.0003,
01:51:37:227,21563231584663,47.0398,3595,18.2771,737.1606,204.7668,10.6527,423.2692,117.5748,0.0000,0.0011,0.0003,
01:51:38:228,21566433531392,48.0404,3585,18.1917,755.3558,209.8210,10.5829,433.8541,120.5150,0.0000,0.0011,0.0003,
01:51:39:229,21569635550292,49.0411,3591,18.2509,773.6105,214.8918,10.6412,444.4976,123.4716,0.0000,0.0011,0.0003,
01:51:40:229,21572837569480,50.0417,3594,18.1853,791.7993,219.9443,10.5704,455.0700,126.4083,0.0000,0.0011,0.0003,
01:51:41:230,21576039505303,51.0423,3597,18.2533,810.0560,225.0156,10.6280,465.7000,129.3611,0.0000,0.0011,0.0003,
