System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
11:22:45:74,131220130288392,1.0005,3600,17.7876,17.7889,4.9414,10.1597,10.1605,2.8224,0.0000,0.0000,0.0000,
11:22:46:74,131223332271930,2.0011,3599,14.3122,32.1040,8.9178,8.1570,18.3192,5.0887,0.0000,0.0000,0.0000,
11:22:47:75,131226534243912,3.0017,3597,17.9434,50.0508,13.9030,10.4026,28.7238,7.9788,0.0000,0.0000,0.0000,
11:22:48:76,131229736203668,4.0024,3578,18.1418,68.1960,18.9433,10.5388,39.2645,10.9068,0.0000,0.0000,0.0000,
11:22:49:76,131232938180832,5.0030,3567,18.2082,86.4077,24.0021,10.5275,49.7940,13.8317,0.0000,0.0000,0.0000,
11:22:50:77,131236140132535,6.0036,3587,18.0710,104.4820,29.0228,10.5183,60.3143,16.7540,0.0000,0.0000,0.0000,
11:22:51:77,131239342122798,7.0042,3587,17.9734,122.4590,34.0164,10.4008,70.7172,19.6437,0.0000,0.0000,0.0000,
11:22:52:78,131242544186344,8.0049,3593,18.0515,140.5144,39.0318,10.4787,81.1982,22.5551,0.0000,0.0000,0.0000,
11:22:53:79,131245746171406,9.0055,3599,16.6162,157.1338,43.6483,9.3827,90.5827,25.1619,0.0000,0.0000,0.0000,
11:22:54:79,131248948158813,10.0061,3594,18.0427,175.1800,48.6611,10.4565,101.0412,28.0670,0.0000,0.0000,0.0000,
11:22:55:80,131252150144395,11.0067,3594,18.0174,193.2009,53.6669,10.4479,111.4911,30.9698,0.0000,0.0000,0.0000,
11:22:56:80,131255352132253,12.0074,3515,16.5832,209.7874,58.2743,9.3583,120.8513,33.5698,0.0000,0.0000,0.0000,
11:22:57:81,131258554296404,13.0080,3541,17.9885,227.7798,63.2722,10.4044,131.2579,36.4605,0.0000,0.0000,0.0000,
11:22:58:82,131261756279389,14.0087,3595,18.1113,245.8947,68.3041,10.4818,141.7418,39.3727,0.0000,0.0000,0.0000,
11:22:59:82,131264958269050,15.0093,3595,18.0907,263.9890,73.3303,10.4775,152.2214,42.2837,0.0000,0.0000,0.0000,
11:23:00:83,131268160263296,16.0099,3592,18.0131,282.0056,78.3349,10.4450,162.6685,45.1857,0.0000,0.0000,0.0000,
11:23:01:84,131271362264855,17.0105,3573,17.9811,299.9902,83.3306,10.3473,173.0178,48.0605,0.0000,0.0000,0.0000,
