System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
18:12:31:395,533341376955028,1.0005,3565,17.8698,17.8714,4.9643,10.1686,10.1695,2.8249,0.0000,0.0000,0.0000,
18:12:32:396,533344578948136,2.0012,3549,14.5433,32.4177,9.0049,6.2153,16.3861,4.5517,0.0000,0.0000,0.0000,
18:12:33:396,533347780932128,3.0018,3600,13.9595,46.3799,12.8833,5.8922,22.2795,6.1887,0.0000,0.0000,0.0000,
18:12:34:397,533350983017803,4.0024,3586,14.4340,60.8167,16.8935,6.2047,28.4854,7.9126,0.0000,0.0000,0.0000,
18:12:35:398,533354185065057,5.0031,3545,14.0134,74.8329,20.7869,5.9297,34.4163,9.5601,0.0000,0.0000,0.0000,
18:12:36:398,533357387069117,6.0037,2399,2.4233,77.2567,21.4602,0.4572,34.8736,9.6871,0.0000,0.0000,0.0000,
18:12:37:400,533360591498354,7.0051,1004,1.4456,78.7026,21.8618,0.0361,34.9097,9.6971,0.0000,0.0000,0.0000,
18:12:38:401,533363797662128,8.0070,941,1.3049,80.0080,22.2244,0.0005,34.9103,9.6973,0.0000,0.0000,0.0000,
18:12:39:703,533367963059104,9.3087,800,1.3076,81.7079,22.6966,0.0013,34.9119,9.6978,0.0000,0.0000,0.0000,
18:12:40:705,533371169676720,10.3108,802,1.2969,83.0054,23.0570,0.0000,34.9119,9.6978,0.0000,0.0000,0.0000,
18:12:41:707,533374376197344,11.3128,800,1.2970,84.3030,23.4175,0.0005,34.9124,9.6979,0.0000,0.0000,0.0000,
18:12:42:709,533377582396080,12.3147,814,1.3074,85.6110,23.7808,0.0001,34.9125,9.6979,0.0000,0.0000,0.0000,
18:12:43:711,533380788420228,13.3166,876,1.3276,86.9393,24.1498,0.0065,34.9190,9.6997,0.0000,0.0000,0.0000,
18:12:44:735,533384063412369,14.3401,3591,10.8153,98.0032,27.2231,4.3727,39.3922,10.9423,0.0000,0.0000,0.0000,
18:12:45:735,533387265392640,15.3407,3594,13.6228,111.6285,31.0079,5.7718,45.1652,12.5459,0.0000,0.0000,0.0000,
18:12:46:736,533390467354912,16.3413,3568,14.4181,126.0494,35.0137,6.2426,51.4090,14.2803,0.0000,0.0000,0.0000,
18:12:47:736,533393669338222,17.3419,3592,13.7486,139.8007,38.8335,5.7958,57.2059,15.8905,0.0000,0.0000,0.0000,
18:12:48:737,533396872755978,18.3430,2640,9.5240,149.3267,41.4796,3.8103,61.0170,16.9492,0.0000,0.0000,0.0000,
18:12:49:738,533400075242441,19.3438,3380,4.5107,153.8389,42.7330,1.3820,62.3995,17.3332,0.0000,0.0000,0.0000,
18:12:50:739,533403278193936,20.3447,1744,8.4308,162.2715,45.0754,3.1529,65.5530,18.2092,0.0000,0.0000,0.0000,
18:12:51:740,533406480357652,21.3454,3583,13.6236,175.8986,48.8607,5.6197,71.1741,19.7706,0.0000,0.0000,0.0000,
18:12:52:741,533409682517553,22.3460,3598,13.7278,189.6292,52.6748,5.7058,76.8811,21.3559,0.0000,0.0000,0.0000,
18:12:53:741,533412884672206,23.3467,3594,13.7921,203.4246,56.5068,5.7133,82.5958,22.9433,0.0000,0.0000,0.0000,
18:12:54:742,533416086691470,24.3474,3592,14.9061,218.3339,60.6483,6.6592,89.2564,24.7934,0.0000,0.0000,0.0000,
18:12:55:742,533419288719601,25.3480,3447,14.2069,232.5438,64.5955,6.1498,95.4075,26.5021,0.0000,0.0000,0.0000,
