System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
14:07:44:55,762821539679705,1.0009,2188,2.3291,2.3293,0.6470,0.4009,0.4009,0.1114,0.0000,0.0000,0.0000,
14:07:45:57,762824745936720,2.0028,835,1.4185,3.7484,1.0412,0.0239,0.4248,0.1180,0.0000,0.0000,0.0000,
14:07:46:216,762828454213648,3.1617,897,1.3026,5.2557,1.4599,0.0002,0.4250,0.1181,0.0000,0.0000,0.0000,
14:07:47:218,762831660910272,4.1638,958,1.2935,6.5499,1.8194,0.0002,0.4252,0.1181,0.0000,0.0000,0.0000,
14:07:48:219,762834863705931,5.1647,3598,21.3583,27.9180,7.7550,12.3847,12.8156,3.5599,0.0000,0.0000,0.0000,
14:07:49:220,762838065716937,6.1653,3593,14.1051,42.0258,11.6738,5.9434,18.7601,5.2111,0.0000,0.0000,0.0000,
14:07:50:220,762841267988683,7.1660,3597,14.0163,56.0452,15.5681,5.8862,24.6476,6.8466,0.0000,0.0000,0.0000,
14:07:51:221,762844470192544,8.1667,3596,13.9214,69.9699,19.4361,5.8126,30.4615,8.4615,0.0000,0.0000,0.0000,
14:07:52:222,762847673143930,9.1676,3581,12.2165,82.1889,22.8303,5.0918,35.5544,9.8762,0.0000,0.0000,0.0000,
14:07:53:224,762850879144528,10.1695,911,1.3458,83.5350,23.2042,0.0095,35.5638,9.8788,0.0000,0.0000,0.0000,
14:07:54:225,762854083251952,11.1708,2656,2.3743,85.9105,23.8640,0.3034,35.8674,9.9632,0.0000,0.0000,0.0000,
14:07:55:227,762857289335344,12.1727,810,1.7465,87.6575,24.3493,0.1197,35.9871,9.9964,0.0000,0.0000,0.0000,
14:07:56:493,762861339053300,13.4382,823,1.3180,89.3237,24.8121,0.0033,35.9913,9.9976,0.0000,0.0000,0.0000,
14:07:57:493,762864541780878,14.4391,3131,6.1236,95.4499,26.5139,2.2821,38.2744,10.6318,0.0000,0.0000,0.0000,
14:07:58:494,762867743878135,15.4397,3565,14.3788,109.8314,30.5087,6.3393,44.6149,12.3930,0.0000,0.0000,0.0000,
14:07:59:495,762870946050167,16.4404,3502,13.8787,123.7131,34.3648,6.0525,50.6688,14.0747,0.0000,0.0000,0.0000,
14:08:00:495,762874148150205,17.4411,3579,14.7024,138.4189,38.4497,6.4785,57.1487,15.8747,0.0000,0.0000,0.0000,
14:08:01:496,762877350270191,18.4417,3066,12.3467,150.7681,41.8800,5.1081,62.2579,17.2939,0.0000,0.0000,0.0000,
14:08:02:497,762880552799368,19.4425,2788,14.5253,165.2964,45.9157,6.4758,68.7350,19.0931,0.0000,0.0000,0.0000,
14:08:03:498,762883754817365,20.4432,3591,15.7053,181.0048,50.2791,7.1418,75.8782,21.0773,0.0000,0.0000,0.0000,
14:08:04:498,762886956843174,21.4438,3596,14.7567,195.7644,54.3790,6.4139,82.2934,22.8593,0.0000,0.0000,0.0000,
14:08:05:499,762890158927231,22.4444,3591,14.1520,209.9192,58.3109,6.0594,88.3539,24.5428,0.0000,0.0000,0.0000,
14:08:06:499,762893361028189,23.4451,3591,14.7712,224.6938,62.4149,6.6216,94.9771,26.3825,0.0000,0.0000,0.0000,
14:08:07:500,762896563124605,24.4458,3558,14.9236,239.6202,66.5612,6.7259,101.7043,28.2512,0.0000,0.0000,0.0000,
