System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
12:58:23:563,1302467142425563,1.0005,3091,4.0323,4.0326,1.1202,1.5109,1.5110,0.4197,0.0000,0.0000,0.0000,
12:58:24:564,1302470344418609,2.0012,3596,20.9777,25.0146,6.9485,11.6676,13.1810,3.6614,0.0000,0.0000,0.0000,
12:58:25:565,1302473546509428,3.0018,3596,14.0064,39.0239,10.8400,5.9594,19.1417,5.3171,0.0000,0.0000,0.0000,
12:58:26:565,1302476748511597,4.0025,3556,12.9723,51.9985,14.4440,5.3751,24.5178,6.8105,0.0000,0.0000,0.0000,
12:58:27:566,1302479950620064,5.0031,3585,14.0769,66.0783,18.3551,5.9903,30.5093,8.4748,0.0000,0.0000,0.0000,
12:58:28:568,1302483155986480,6.0048,1498,9.7909,75.8716,21.0754,3.9666,34.4769,9.5769,0.0000,0.0000,0.0000,
12:58:29:569,1302486360482314,7.0062,1302,1.3845,77.2567,21.4602,0.0184,34.4952,9.5820,0.0000,0.0000,0.0000,
12:58:30:571,1302489566157544,8.0080,1775,1.6568,78.9141,21.9206,0.0851,34.5803,9.6056,0.0000,0.0000,0.0000,
12:58:31:572,1302492770806365,9.0094,937,1.3058,80.2205,22.2835,0.0001,34.5804,9.6057,0.0000,0.0000,0.0000,
12:58:32:574,1302495975925664,10.0110,933,1.3174,81.5383,22.6495,0.0036,34.5840,9.6067,0.0000,0.0000,0.0000,
12:58:33:576,1302499181802600,11.0129,885,1.3395,82.8784,23.0218,0.0054,34.5894,9.6082,0.0000,0.0000,0.0000,
12:58:34:578,1302502387495668,12.0146,863,1.3047,84.1837,23.3843,0.0001,34.5895,9.6082,0.0000,0.0000,0.0000,
12:58:35:580,1302505593850368,13.0166,984,1.3222,85.5063,23.7518,0.0031,34.5927,9.6091,0.0000,0.0000,0.0000,
12:58:36:582,1302508800414482,14.0187,800,1.3021,86.8091,24.1137,0.0004,34.5931,9.6092,0.0000,0.0000,0.0000,
12:58:37:584,1302512007017696,15.0207,801,1.2974,88.1071,24.4742,0.0024,34.5955,9.6099,0.0000,0.0000,0.0000,
12:58:38:585,1302515209887840,16.0217,3595,10.5250,98.6372,27.3992,4.2295,38.8271,10.7853,0.0000,0.0000,0.0000,
12:58:39:585,1302518412042865,17.0223,3595,14.0989,112.7390,31.3164,6.0206,44.8489,12.4580,0.0000,0.0000,0.0000,
12:58:40:586,1302521614134554,18.0230,3596,13.9694,126.7116,35.1977,5.9025,50.7527,14.0980,0.0000,0.0000,0.0000,
12:58:41:587,1302524816157524,19.0236,3054,13.5733,140.2878,38.9688,5.6826,56.4366,15.6768,0.0000,0.0000,0.0000,
12:58:42:587,1302528018134635,20.0242,3299,13.3765,153.6669,42.6852,5.5130,61.9506,17.2085,0.0000,0.0000,0.0000,
12:58:43:588,1302531220098472,21.0249,3597,13.8157,167.4850,46.5236,5.7963,67.7480,18.8189,0.0000,0.0000,0.0000,
12:58:44:588,1302534422130035,22.0255,3594,13.9213,181.4091,50.3914,5.8101,73.5593,20.4331,0.0000,0.0000,0.0000,
12:58:45:589,1302537624311037,23.0262,3587,14.0329,195.4448,54.2902,5.9012,79.4616,22.0727,0.0000,0.0000,0.0000,
