System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
04:36:33:573,100197007864268,1.0005,3576,18.4603,18.4617,5.1282,9.5756,9.5763,2.6601,0.0000,0.0000,0.0000,
04:36:34:574,100200209830830,2.0012,3595,13.3922,31.8565,8.8490,5.3600,14.9374,4.1493,0.0000,0.0000,0.0000,
04:36:35:574,100203411818769,3.0018,3593,13.3347,45.1938,12.5538,5.2647,20.2031,5.6120,0.0000,0.0000,0.0000,
04:36:36:575,100206613803371,4.0024,3599,13.3042,58.5007,16.2502,5.2774,25.4815,7.0782,0.0000,0.0000,0.0000,
04:36:37:576,100209815778379,5.0030,3593,13.1831,71.6862,19.9128,5.2383,30.7208,8.5336,0.0000,0.0000,0.0000,
04:36:38:576,100213017783537,6.0037,3598,13.0908,84.7796,23.5499,5.2013,35.9232,9.9787,0.0000,0.0000,0.0000,
04:36:39:577,100216219833562,7.0043,3598,13.2860,98.0681,27.2411,5.2627,41.1869,11.4408,0.0000,0.0000,0.0000,
04:36:40:577,100219421798900,8.0049,3599,13.1346,111.2050,30.8903,5.1288,46.3167,12.8657,0.0000,0.0000,0.0000,
04:36:41:578,100222623809370,9.0055,3600,13.1256,124.3333,34.5370,5.1666,51.4843,14.3012,0.0000,0.0000,0.0000,
04:36:42:579,100225825779377,10.0062,3599,13.1433,137.4791,38.1886,5.1315,56.6168,15.7269,0.0000,0.0000,0.0000,
04:36:43:579,100229027763912,11.0068,3599,13.2590,150.7406,41.8724,5.1957,61.8135,17.1704,0.0000,0.0000,0.0000,
04:36:44:580,100232229769178,12.0074,3598,13.1629,163.9061,45.5295,5.1326,66.9471,18.5964,0.0000,0.0000,0.0000,
04:36:45:581,100235431806813,13.0080,3554,13.0440,176.9528,49.1536,5.1060,72.0542,20.0151,0.0000,0.0000,0.0000,
04:36:46:581,100238633779677,14.0087,3598,13.3954,190.3508,52.8752,5.2931,77.3483,21.4856,0.0000,0.0000,0.0000,
