System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
00:47:53:126,1438689534131464,1.0005,3566,23.3683,23.3705,6.4918,13.5533,13.5545,3.7651,0.0000,0.0000,0.0000,
00:47:54:127,1438692736437217,2.0013,3596,16.4358,39.8102,11.0584,7.9240,21.4803,5.9668,0.0000,0.0000,0.0000,
00:47:55:127,1438695938840520,3.0020,3588,15.0786,54.8930,15.2481,6.8678,28.3500,7.8750,0.0000,0.0000,0.0000,
00:47:56:128,1438699140844174,4.0026,3587,14.2600,69.1559,19.2100,6.1264,34.4777,9.5771,0.0000,0.0000,0.0000,
00:47:57:130,1438702346784272,5.0045,1039,6.2839,75.4412,20.9559,2.2750,36.7532,10.2092,0.0000,0.0000,0.0000,
00:47:58:131,1438705549627703,6.0054,2649,1.6298,77.0718,21.4088,0.1005,36.8537,10.2371,0.0000,0.0000,0.0000,
00:47:59:132,1438708752794440,7.0064,3216,2.1198,79.1920,21.9978,0.2601,37.1139,10.3094,0.0000,0.0000,0.0000,
00:48:00:133,1438711958080112,8.0080,1087,1.3247,80.5171,22.3659,0.0040,37.1179,10.3105,0.0000,0.0000,0.0000,
00:48:01:134,1438715161361156,9.0091,1284,1.5469,82.0648,22.7958,0.0417,37.1597,10.3221,0.0000,0.0000,0.0000,
00:48:02:136,1438718367285552,10.0109,817,1.3058,83.3709,23.1586,0.0023,37.1619,10.3228,0.0000,0.0000,0.0000,
00:48:03:137,1438721570142126,11.0118,3300,1.9839,85.3558,23.7099,0.1833,37.3453,10.3737,0.0000,0.0000,0.0000,
00:48:04:139,1438724775969744,12.0136,1514,2.0849,87.4412,24.2892,0.2356,37.5809,10.4391,0.0000,0.0000,0.0000,
00:48:05:140,1438727978874929,13.0145,3493,9.5630,97.0087,26.9469,3.9314,41.5142,11.5317,0.0000,0.0000,0.0000,
00:48:06:140,1438731180851069,14.0152,3547,13.6951,110.7065,30.7518,5.7519,47.2672,13.1298,0.0000,0.0000,0.0000,
00:48:07:141,1438734382940244,15.0158,3595,14.2100,124.9193,34.6998,6.1018,53.3702,14.8250,0.0000,0.0000,0.0000,
00:48:08:142,1438737585538417,16.0166,3268,13.3560,138.2781,38.4106,5.5178,58.8892,16.3581,0.0000,0.0000,0.0000,
00:48:09:143,1438740787647805,17.0173,3597,14.5975,152.8791,42.4664,6.2972,65.1878,18.1077,0.0000,0.0000,0.0000,
00:48:10:143,1438743989638583,18.0179,3580,14.7080,167.5900,46.5528,6.4820,71.6710,19.9086,0.0000,0.0000,0.0000,
00:48:11:144,1438747191754990,19.0186,3579,14.0860,181.6790,50.4664,5.8866,77.5588,21.5441,0.0000,0.0000,0.0000,
00:48:12:144,1438750393763688,20.0192,3548,13.1636,194.8452,54.1237,5.3945,82.9544,23.0429,0.0000,0.0000,0.0000,
00:48:13:145,1438753595940285,21.0199,3597,13.7862,208.6344,57.9540,5.7287,88.6843,24.6345,0.0000,0.0000,0.0000,
00:48:14:146,1438756797944462,22.0205,3599,11.2290,219.8657,61.0738,4.5433,93.2286,25.8968,0.0000,0.0000,0.0000,
00:48:15:146,1438759999921533,23.0211,3581,14.0228,233.8912,64.9698,5.8282,99.0579,27.5161,0.0000,0.0000,0.0000,
00:48:16:147,1438763201902804,24.0218,3587,13.9006,247.7945,68.8318,5.8232,104.8822,29.1339,0.0000,0.0000,0.0000,
