System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
03:02:55:196,358697806387312,1.0017,1215,1.6414,1.6416,0.4560,0.1014,0.1014,0.0282,0.0000,0.0000,0.0000,
03:02:56:198,358701012737696,2.0037,911,1.3052,2.9475,0.8188,0.0003,0.1017,0.0282,0.0000,0.0000,0.0000,
03:02:57:200,358704219303424,3.0058,956,1.3098,4.2579,1.1828,0.0028,0.1045,0.0290,0.0000,0.0000,0.0000,
03:02:58:201,358707422285568,4.0067,3596,17.9250,22.1917,6.1643,9.5289,9.6381,2.6772,0.0000,0.0000,0.0000,
03:02:59:202,358710624251211,5.0073,3571,13.0297,35.2238,9.7844,5.4051,15.0442,4.1789,0.0000,0.0000,0.0000,
03:03:00:202,358713826275761,6.0079,3598,14.4305,49.6572,13.7937,6.1983,21.2438,5.9010,0.0000,0.0000,0.0000,
03:03:01:203,358717028274897,7.0086,3597,13.7328,63.3926,17.6091,5.7647,27.0096,7.5027,0.0000,0.0000,0.0000,
03:03:02:203,358720230312342,8.0092,2719,10.1952,73.5898,20.4416,4.1355,31.1459,8.6516,0.0000,0.0000,0.0000,
03:03:03:205,358723436115902,9.0110,896,1.5326,75.1227,20.8674,0.0737,31.2197,8.6721,0.0000,0.0000,0.0000,
03:03:04:207,358726641672092,10.0128,1389,1.4173,76.5407,21.2613,0.0237,31.2434,8.6787,0.0000,0.0000,0.0000,
03:03:05:209,358729846773320,11.0144,871,1.3066,77.8479,21.6244,0.0005,31.2440,8.6789,0.0000,0.0000,0.0000,
03:03:06:210,358733052704702,12.0162,989,1.3189,79.1674,21.9909,0.0007,31.2447,8.6791,0.0000,0.0000,0.0000,
03:03:07:478,358737108863648,13.2838,884,1.3061,80.8213,22.4504,0.0000,31.2448,8.6791,0.0000,0.0000,0.0000,
03:03:08:479,358740313531830,14.2852,940,1.3213,82.1431,22.8175,0.0040,31.2488,8.6802,0.0000,0.0000,0.0000,
03:03:09:481,358743519924944,15.2872,859,1.2952,83.4388,23.1774,0.0000,31.2488,8.6802,0.0000,0.0000,0.0000,
03:03:10:482,358746722814365,16.2881,2903,4.9526,88.3938,24.5538,1.6817,32.9313,9.1476,0.0000,0.0000,0.0000,
03:03:11:483,358749924914778,17.2888,3597,14.2301,102.6273,28.5076,6.0672,38.9999,10.8333,0.0000,0.0000,0.0000,
03:03:12:484,358753126949844,18.2894,3597,14.0710,116.7009,32.4169,5.9583,44.9593,12.4887,0.0000,0.0000,0.0000,
03:03:13:484,358756329078807,19.2901,3586,14.2423,130.9460,36.3739,6.0234,50.9839,14.1622,0.0000,0.0000,0.0000,
03:03:14:485,358759531262571,20.2908,3598,14.0783,145.0278,40.2855,6.0071,56.9925,15.8312,0.0000,0.0000,0.0000,
03:03:15:486,358762733251674,21.2914,3571,13.4176,158.4480,44.0133,5.5695,62.5631,17.3786,0.0000,0.0000,0.0000,
03:03:16:486,358765935559744,22.2921,3199,13.0484,171.4990,47.6386,5.3545,67.9187,18.8663,0.0000,0.0000,0.0000,
03:03:17:487,358769137692288,23.2928,3595,14.5965,186.0989,51.6941,6.4081,74.3283,20.6468,0.0000,0.0000,0.0000,
