System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
23:23:24:443,869510617329326,1.0005,3553,19.3593,19.3607,5.3780,10.2513,10.2521,2.8478,0.0000,0.0000,0.0000,
23:23:25:444,869513819337355,2.0011,3599,13.3586,32.7222,9.0895,5.3711,15.6243,4.3401,0.0000,0.0000,0.0000,
23:23:26:444,869517021308384,3.0018,3595,13.2354,45.9601,12.7667,5.2511,20.8765,5.7990,0.0000,0.0000,0.0000,
23:23:27:445,869520223294152,4.0024,3598,13.3047,59.2673,16.4631,5.3089,26.1863,7.2740,0.0000,0.0000,0.0000,
23:23:28:445,869523425333303,5.0030,3592,13.2929,72.5630,20.1564,5.2826,31.4700,8.7417,0.0000,0.0000,0.0000,
23:23:29:446,869526627288977,6.0036,3600,13.2677,85.8332,23.8426,5.2673,36.7383,10.2051,0.0000,0.0000,0.0000,
23:23:30:447,869529829266298,7.0043,3600,13.4228,99.2585,27.5718,5.3488,42.0881,11.6911,0.0000,0.0000,0.0000,
23:23:31:447,869533031233137,8.0049,3593,13.0993,112.3604,31.2112,5.1394,47.2285,13.1190,0.0000,0.0000,0.0000,
23:23:32:448,869536233184634,9.0055,3589,13.1728,125.5356,34.8710,5.1837,52.4131,14.5592,0.0000,0.0000,0.0000,
23:23:33:449,869539435287761,10.0061,3599,13.5213,139.0595,38.6276,5.3735,57.7877,16.0521,0.0000,0.0000,0.0000,
23:23:34:449,869542637235400,11.0067,3582,13.9931,153.0552,42.5153,6.0005,63.7892,17.7192,0.0000,0.0000,0.0000,
23:23:35:450,869545839304401,12.0074,3597,13.8203,166.8781,46.3550,5.8699,69.6602,19.3501,0.0000,0.0000,0.0000,
23:23:36:450,869549041381725,13.0080,3594,13.7835,180.6641,50.1845,5.7945,75.4557,20.9599,0.0000,0.0000,0.0000,
23:23:37:451,869552243467083,14.0087,3384,13.4751,194.1417,53.9283,5.7033,81.1602,22.5445,0.0000,0.0000,0.0000,
23:23:38:452,869555445713067,15.0094,3449,15.2977,209.4434,58.1787,7.0685,88.2305,24.5085,0.0000,0.0000,0.0000,
