System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
20:37:54:269,1390693265999456,1.0009,2273,2.0652,2.0654,0.5737,0.2160,0.2161,0.0600,0.0000,0.0000,0.0000,
20:37:55:279,1390696497013486,2.0106,3558,11.7962,13.9707,3.8808,6.6057,6.8828,1.9119,0.0000,0.0000,0.0000,
20:37:56:280,1390699699934560,3.0115,3599,17.3407,31.3198,8.7000,8.6254,15.5124,4.3090,0.0000,0.0000,0.0000,
20:37:57:280,1390702902114048,4.0122,3595,14.3354,45.6581,12.6828,6.1002,21.6138,6.0038,0.0000,0.0000,0.0000,
20:37:58:281,1390706104269076,5.0129,3582,14.0419,59.7032,16.5842,5.9178,27.5329,7.6480,0.0000,0.0000,0.0000,
20:37:59:282,1390709307399449,6.0138,3562,12.4471,72.1530,20.0425,5.2423,32.7763,9.1045,0.0000,0.0000,0.0000,
20:38:00:284,1390712512192445,7.0153,957,1.4296,73.5831,20.4397,0.0306,32.8069,9.1130,0.0000,0.0000,0.0000,
20:38:01:285,1390715717780192,8.0171,1710,1.5207,75.1044,20.8623,0.0569,32.8638,9.1288,0.0000,0.0000,0.0000,
20:38:02:287,1390718923951934,9.0190,881,1.3109,76.4159,21.2266,0.0001,32.8638,9.1288,0.0000,0.0000,0.0000,
20:38:03:289,1390722130022684,10.0209,904,1.3110,77.7275,21.5910,0.0001,32.8639,9.1289,0.0000,0.0000,0.0000,
20:38:04:291,1390725336457216,11.0229,853,1.2996,79.0276,21.9521,0.0004,32.8643,9.1290,0.0000,0.0000,0.0000,
20:38:05:407,1390728908587390,12.1392,859,1.3318,80.5123,22.3645,0.0056,32.8705,9.1307,0.0000,0.0000,0.0000,
20:38:06:409,1390732114752090,13.1411,897,1.3160,81.8290,22.7303,0.0011,32.8716,9.1310,0.0000,0.0000,0.0000,
20:38:07:411,1390735321350256,14.1432,857,1.3257,83.1553,23.0987,0.0043,32.8759,9.1322,0.0000,0.0000,0.0000,
20:38:08:413,1390738527686674,15.1452,832,1.3128,84.4688,23.4635,0.0002,32.8762,9.1323,0.0000,0.0000,0.0000,
20:38:09:415,1390741732915221,16.1468,973,1.3205,85.7899,23.8305,0.0024,32.8786,9.1329,0.0000,0.0000,0.0000,
20:38:10:431,1390744984576244,17.1630,3342,9.4215,95.3588,26.4885,3.8716,36.8108,10.2252,0.0000,0.0000,0.0000,
20:38:11:432,1390748186595290,18.1636,3595,14.8224,110.1841,30.6067,6.7061,43.5182,12.0884,0.0000,0.0000,0.0000,
20:38:12:432,1390751388585169,19.1642,3589,14.1130,124.2998,34.5277,5.9862,49.5056,13.7516,0.0000,0.0000,0.0000,
20:38:13:433,1390754590612151,20.1649,3596,13.9934,138.2958,38.4155,5.9284,55.4352,15.3987,0.0000,0.0000,0.0000,
20:38:14:434,1390757792588520,21.1655,3583,14.0766,152.3752,42.3264,5.9216,61.3580,17.0439,0.0000,0.0000,0.0000,
20:38:15:434,1390760994594560,22.1661,3599,13.8342,166.2123,46.1701,5.7384,67.0976,18.6382,0.0000,0.0000,0.0000,
20:38:16:435,1390764196661885,23.1668,3598,12.8394,179.0545,49.7374,5.2088,72.3076,20.0854,0.0000,0.0000,0.0000,
20:38:17:436,1390767398721568,24.1674,3578,13.8931,192.9506,53.5974,5.7674,78.0762,21.6878,0.0000,0.0000,0.0000,
20:38:18:436,1390770600684468,25.1680,3486,14.3340,207.2874,57.5798,6.2483,84.3256,23.4238,0.0000,0.0000,0.0000,
