System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
07:02:21:257,128189553553548,1.0006,2965,2.0604,2.0605,0.5724,0.1914,0.1915,0.0532,0.0000,0.0000,0.0000,
07:02:22:259,128192759168588,2.0024,872,1.3377,3.3987,0.9441,0.0187,0.2101,0.0584,0.0000,0.0000,0.0000,
07:02:23:261,128195965709232,3.0045,831,1.3420,4.7414,1.3171,0.0095,0.2197,0.0610,0.0000,0.0000,0.0000,
07:02:24:324,128199369264240,4.0681,1037,1.3109,6.1335,1.7037,0.0015,0.2213,0.0615,0.0000,0.0000,0.0000,
07:02:25:325,128202572659847,5.0691,3283,11.5756,17.7145,4.9207,6.4523,6.6766,1.8546,0.0000,0.0000,0.0000,
07:02:26:326,128205774810853,6.0698,2938,2.1074,19.8224,5.5062,0.2269,6.9035,1.9176,0.0000,0.0000,0.0000,
07:02:27:327,128208977471842,7.0706,2241,2.0546,21.8774,6.0771,0.1997,7.1033,1.9731,0.0000,0.0000,0.0000,
07:02:28:328,128212179598260,8.0713,3037,2.3370,24.2149,6.7264,0.3328,7.4362,2.0656,0.0000,0.0000,0.0000,
07:02:29:429,128215704245920,9.1728,3590,8.7308,33.8272,9.3964,3.3560,11.1310,3.0919,0.0000,0.0000,0.0000,
07:02:30:430,128218906249547,10.1734,3597,14.1634,47.9933,13.3315,5.9866,17.1188,4.7552,0.0000,0.0000,0.0000,
07:02:31:430,128222108255179,11.1740,3599,14.1260,62.1221,17.2561,5.9584,23.0783,6.4106,0.0000,0.0000,0.0000,
07:02:32:431,128225310288625,12.1747,3600,14.1273,76.2523,21.1812,6.0217,29.1013,8.0837,0.0000,0.0000,0.0000,
07:02:33:432,128228512338071,13.1753,3599,14.0572,90.3123,25.0867,5.9568,35.0592,9.7387,0.0000,0.0000,0.0000,
07:02:34:433,128231715346584,14.1762,2325,1.7713,92.0840,25.5789,0.1685,35.2277,9.7855,0.0000,0.0000,0.0000,
07:02:35:434,128234920905888,15.1780,852,1.7133,93.7978,26.0549,0.0998,35.3276,9.8132,0.0000,0.0000,0.0000,
07:02:36:436,128238126435648,16.1797,841,1.2967,95.0951,26.4153,0.0001,35.3276,9.8132,0.0000,0.0000,0.0000,
07:02:37:437,128241329108858,17.1805,3598,6.8873,101.9852,28.3292,2.5320,37.8607,10.5168,0.0000,0.0000,0.0000,
07:02:38:437,128244531080733,18.1812,3583,14.0268,116.0147,32.2263,5.9293,43.7911,12.1642,0.0000,0.0000,0.0000,
07:02:39:438,128247733140756,19.1818,3588,13.8456,129.8633,36.0732,5.9490,49.7413,13.8170,0.0000,0.0000,0.0000,
07:02:40:439,128250935168427,20.1824,3584,14.0439,143.9100,39.9750,5.9164,55.6589,15.4608,0.0000,0.0000,0.0000,
07:02:41:439,128254137189303,21.1831,3597,12.7778,156.6904,43.5251,5.1867,60.8467,16.9019,0.0000,0.0000,0.0000,
07:02:42:440,128257339164288,22.1837,3597,14.0061,170.6992,47.4164,5.8712,66.7190,18.5331,0.0000,0.0000,0.0000,
07:02:43:441,128260541186700,23.1843,3314,12.5088,183.2104,50.8918,4.9988,71.7188,19.9219,0.0000,0.0000,0.0000,
