System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
22:39:30:917,1137562926008407,1.0006,3541,14.7832,14.7843,4.1068,8.3694,8.3700,2.3250,0.0000,0.0000,0.0000,
22:39:31:918,1137566128043779,2.0012,3560,13.4946,28.2818,7.8561,6.8649,15.2363,4.2323,0.0000,0.0000,0.0000,
22:39:32:918,1137569330017376,3.0018,3593,15.0883,43.3729,12.0480,6.9397,22.1774,6.1604,0.0000,0.0000,0.0000,
22:39:33:919,1137572531976445,4.0024,3591,13.7909,57.1664,15.8796,5.8208,27.9993,7.7776,0.0000,0.0000,0.0000,
22:39:34:920,1137575734016881,5.0031,3565,13.9128,71.0820,19.7450,5.8469,33.8473,9.4020,0.0000,0.0000,0.0000,
22:39:35:922,1137578939918096,6.0049,2287,3.9231,75.0060,20.8350,1.1718,35.0193,9.7276,0.0000,0.0000,0.0000,
22:39:36:923,1137582144158736,7.0062,1004,1.3026,76.3093,21.1970,0.0001,35.0195,9.7276,0.0000,0.0000,0.0000,
22:39:37:925,1137585349714678,8.0080,989,1.3499,77.6596,21.5721,0.0145,35.0339,9.7316,0.0000,0.0000,0.0000,
22:39:38:926,1137588555056072,9.0096,848,1.3040,78.9643,21.9345,0.0002,35.0341,9.7317,0.0000,0.0000,0.0000,
22:39:39:928,1137591760865800,10.0115,891,1.2967,80.2615,22.2949,0.0002,35.0344,9.7318,0.0000,0.0000,0.0000,
22:39:41:167,1137595724948576,11.2502,932,1.3189,81.8932,22.7481,0.0014,35.0361,9.7323,0.0000,0.0000,0.0000,
22:39:42:169,1137598931903936,12.2524,816,1.3048,83.1987,23.1107,0.0002,35.0363,9.7323,0.0000,0.0000,0.0000,
22:39:43:170,1137602134664852,13.2533,3461,9.5988,92.8018,25.7783,4.0970,39.1351,10.8709,0.0000,0.0000,0.0000,
22:39:44:171,1137605336628797,14.2539,3598,11.0654,103.8693,28.8526,4.5076,43.6436,12.1232,0.0000,0.0000,0.0000,
22:39:45:171,1137608538589992,15.2545,3573,9.2075,113.0786,31.4107,3.6213,47.2656,13.1293,0.0000,0.0000,0.0000,
22:39:46:172,1137611741036385,16.2553,3094,11.5357,124.6165,34.6157,4.5349,51.8014,14.3893,0.0000,0.0000,0.0000,
22:39:47:173,1137614943749767,17.2561,3592,13.4484,138.0679,38.3522,5.5973,57.4000,15.9444,0.0000,0.0000,0.0000,
22:39:48:173,1137618145951930,18.2568,3583,12.4464,150.5176,41.8104,5.1689,62.5703,17.3806,0.0000,0.0000,0.0000,
22:39:49:174,1137621347909003,19.2574,3597,9.9593,160.4787,44.5774,3.9113,66.4822,18.4673,0.0000,0.0000,0.0000,
22:39:50:175,1137624550762228,20.2583,2148,8.3027,168.7831,46.8842,3.1488,69.6317,19.3421,0.0000,0.0000,0.0000,
22:39:51:176,1137627752925277,21.2590,3335,13.0745,181.8610,50.5169,5.3134,74.9464,20.8184,0.0000,0.0000,0.0000,
22:39:52:176,1137630954951831,22.2596,3465,12.7034,194.5669,54.0464,5.1511,80.0985,22.2496,0.0000,0.0000,0.0000,
22:39:53:177,1137634157045544,23.2603,3596,14.4189,208.9886,58.0524,6.2626,86.3623,23.9895,0.0000,0.0000,0.0000,
22:39:54:178,1137637359024736,24.2609,3595,13.9646,222.9559,61.9322,5.8287,92.1921,25.6089,0.0000,0.0000,0.0000,
22:39:55:179,1137640562582554,25.2620,3438,15.8297,238.7916,66.3310,7.5280,99.7229,27.7008,0.0000,0.0000,0.0000,
