System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
10:47:04:424,724294778385771,1.0005,3559,18.7045,18.7059,5.1961,9.7063,9.7070,2.6964,0.0000,0.0000,0.0000,
10:47:05:425,724297980472020,2.0012,3599,13.2335,31.9425,8.8729,5.2838,14.9920,4.1644,0.0000,0.0000,0.0000,
10:47:06:425,724301182489646,3.0018,3581,14.2126,46.1579,12.8216,5.9530,20.9462,5.8184,0.0000,0.0000,0.0000,
10:47:07:426,724304384714778,4.0025,3600,13.1735,59.3345,16.4818,5.2131,26.1605,7.2668,0.0000,0.0000,0.0000,
10:47:08:427,724307587511042,5.0034,3576,13.3351,72.6725,20.1868,5.4081,31.5698,8.7694,0.0000,0.0000,0.0000,
10:47:09:428,724310789797521,6.0041,3600,13.1569,85.8330,23.8425,5.2261,36.7973,10.2215,0.0000,0.0000,0.0000,
10:47:10:428,724313991775386,7.0047,3587,13.4351,99.2707,27.5752,5.3782,42.1765,11.7157,0.0000,0.0000,0.0000,
10:47:11:429,724317193830304,8.0053,3585,14.0854,113.3588,31.4885,5.7661,47.9437,13.3177,0.0000,0.0000,0.0000,
10:47:12:429,724320395882236,9.0060,3597,13.4635,126.8254,35.2293,5.3529,53.2979,14.8050,0.0000,0.0000,0.0000,
10:47:13:430,724323597940925,10.0066,3573,13.5816,140.4099,39.0027,5.4968,58.7958,16.3322,0.0000,0.0000,0.0000,
10:47:14:431,724326800069713,11.0073,3600,13.2720,153.6851,42.6903,5.2146,64.0117,17.7810,0.0000,0.0000,0.0000,
10:47:15:431,724330002121818,12.0080,3599,13.0505,166.7384,46.3162,5.0867,69.0995,19.1943,0.0000,0.0000,0.0000,
10:47:16:432,724333204109931,13.0086,3598,13.0959,179.8368,49.9547,5.1287,74.2291,20.6192,0.0000,0.0000,0.0000,
10:47:17:433,724336406100247,14.0092,3242,12.6882,192.5275,53.4799,4.9393,79.1694,21.9915,0.0000,0.0000,0.0000,
