System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
22:21:33:487,28196840821812,1.0005,3594,20.1221,20.1233,5.5898,11.4553,11.4560,3.1822,0.0000,0.0000,0.0000,
22:21:34:489,28200048056694,2.0028,3596,14.0760,34.2021,9.5006,5.8980,17.3552,4.8209,0.0000,0.0000,0.0000,
22:21:35:493,28203261260576,3.0069,1018,9.1842,43.3882,12.0523,3.6235,20.9794,5.8276,0.0000,0.0000,0.0000,
22:21:36:496,28206470493074,4.0098,888,1.3309,44.7197,12.4221,0.0049,20.9843,5.8290,0.0000,0.0000,0.0000,
22:21:37:498,28209676148797,5.0115,840,1.3100,46.0303,12.7862,0.0023,20.9866,5.8296,0.0000,0.0000,0.0000,
22:21:38:499,28212881191997,6.0131,903,1.4309,47.4617,13.1838,0.0409,21.0275,5.8410,0.0000,0.0000,0.0000,
22:21:39:501,28216087159500,7.0150,851,1.3352,48.7975,13.5549,0.0046,21.0321,5.8423,0.0000,0.0000,0.0000,
22:21:40:503,28219292357149,8.0166,1221,1.4153,50.2134,13.9482,0.0139,21.0460,5.8461,0.0000,0.0000,0.0000,
22:21:41:505,28222498260672,9.0184,842,1.3063,51.5202,14.3112,0.0007,21.0467,5.8463,0.0000,0.0000,0.0000,
22:21:42:507,28225704909200,10.0205,865,1.3085,52.8293,14.6748,0.0001,21.0468,5.8463,0.0000,0.0000,0.0000,
22:21:43:509,28228911617392,11.0226,856,1.2597,54.0897,15.0249,0.0006,21.0474,5.8465,0.0000,0.0000,0.0000,
22:21:44:510,28232114595153,12.0236,2958,5.8234,59.9161,16.6434,1.9930,23.0414,6.4004,0.0000,0.0000,0.0000,
22:21:45:510,28235316672081,13.0242,3597,13.6295,73.5486,20.4302,5.7218,28.7644,7.9901,0.0000,0.0000,0.0000,
22:21:46:511,28238518690990,14.0248,3592,14.3994,87.9509,24.4308,6.1904,34.9560,9.7100,0.0000,0.0000,0.0000,
22:21:47:512,28241720654237,15.0255,3592,13.5062,101.4595,28.1832,5.6129,40.5699,11.2694,0.0000,0.0000,0.0000,
22:21:48:512,28244923405331,16.0263,3591,12.9013,114.3637,31.7677,5.2608,45.8318,12.7311,0.0000,0.0000,0.0000,
22:21:49:513,28248125614618,17.0270,3589,13.9566,128.3238,35.6455,5.8084,51.6417,14.3449,0.0000,0.0000,0.0000,
22:21:50:514,28251327740113,18.0277,3599,14.0712,142.3978,39.5549,5.9214,57.5643,15.9901,0.0000,0.0000,0.0000,
22:21:51:514,28254529806763,19.0283,3583,13.7531,156.1538,43.3761,5.6491,63.2146,17.5596,0.0000,0.0000,0.0000,
22:21:52:515,28257731826912,20.0290,3595,13.7498,169.9064,47.1962,5.6787,68.8945,19.1374,0.0000,0.0000,0.0000,
22:21:53:516,28260933838891,21.0296,3597,13.0069,182.9160,50.8100,5.2717,74.1672,20.6020,0.0000,0.0000,0.0000,
22:21:54:516,28264135835389,22.0302,3592,14.0192,196.9379,54.7050,5.8017,79.9701,22.2139,0.0000,0.0000,0.0000,
22:21:55:517,28267338004430,23.0309,3276,13.5143,210.4550,58.4597,5.5718,85.5430,23.7619,0.0000,0.0000,0.0000,
22:21:56:518,28270540184273,24.0316,3561,12.6973,223.1552,61.9876,5.1453,90.6895,25.1915,0.0000,0.0000,0.0000,
