System Time,RDTSC,Elapsed Time (sec),IA Frequency_0 (MHz),Processor Power_0 (Watt),Cumulative Processor Energy_0 (Joules),Cumulative Processor Energy_0 (mWh),IA Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0(mWh),GT Power_0 (Watt),Cumulative GT Energy_0 (Joules),Cumulative GT Energy_0(mWh)
03:19:17:128,638319561897136,1.0017,1623,1.9294,1.9296,0.5360,0.1906,0.1906,0.0529,0.0000,0.0000,0.0000,
03:19:18:130,638322768370266,2.0038,816,1.2968,3.2272,0.8964,0.0000,0.1906,0.0529,0.0000,0.0000,0.0000,
03:19:19:132,638325974900816,3.0058,971,1.3472,4.5750,1.2708,0.0116,0.2022,0.0562,0.0000,0.0000,0.0000,
03:19:20:135,638329185175601,4.0090,3546,14.7488,19.3644,5.3790,8.3969,8.6222,2.3951,0.0000,0.0000,0.0000,
03:19:21:136,638332387161757,5.0096,3596,14.0745,33.4417,9.2893,6.0116,14.6349,4.0653,0.0000,0.0000,0.0000,
03:19:22:136,638335589119985,6.0103,3597,14.1776,47.6219,13.2283,5.9754,20.6115,5.7254,0.0000,0.0000,0.0000,
03:19:23:137,638338791266696,7.0109,3586,13.8994,61.5239,17.0900,5.8639,26.4765,7.3546,0.0000,0.0000,0.0000,
03:19:24:138,638341993270607,8.0116,3596,13.9367,75.4633,20.9620,5.8663,32.3439,8.9844,0.0000,0.0000,0.0000,
03:19:25:139,638345198565536,9.0132,868,3.4026,78.8667,21.9074,0.9892,33.3334,9.2593,0.0000,0.0000,0.0000,
03:19:26:141,638348405181216,10.0153,933,1.2989,80.1662,22.2684,0.0002,33.3336,9.2593,0.0000,0.0000,0.0000,
03:19:27:143,638351611349054,11.0172,910,1.3139,81.4808,22.6335,0.0001,33.3337,9.2594,0.0000,0.0000,0.0000,
03:19:28:145,638354818044144,12.0193,851,1.3093,82.7906,22.9974,0.0007,33.3344,9.2596,0.0000,0.0000,0.0000,
03:19:29:147,638358023374898,13.0210,1000,1.3020,84.0933,23.3593,0.0000,33.3344,9.2596,0.0000,0.0000,0.0000,
03:19:30:407,638362056595408,14.2813,826,1.3008,85.7307,23.8141,0.0002,33.3347,9.2596,0.0000,0.0000,0.0000,
03:19:31:410,638365263371984,15.2835,800,1.3034,87.0347,24.1763,0.0002,33.3349,9.2597,0.0000,0.0000,0.0000,
03:19:32:410,638368466235232,16.2844,2956,4.9627,91.9998,25.5555,1.6692,35.0049,9.7236,0.0000,0.0000,0.0000,
03:19:33:411,638371668251435,17.2850,3583,14.3234,106.3261,29.5350,6.2728,41.2790,11.4664,0.0000,0.0000,0.0000,
03:19:34:412,638374870232043,18.2856,3597,14.2360,120.5649,33.4902,6.1734,47.4536,13.1815,0.0000,0.0000,0.0000,
03:19:35:412,638378072187016,19.2862,3590,13.7781,134.3455,37.3182,5.7987,53.2533,14.7926,0.0000,0.0000,0.0000,
03:19:36:413,638381274240829,20.2869,3598,14.1936,148.5418,41.2616,6.0182,59.2726,16.4646,0.0000,0.0000,0.0000,
03:19:37:414,638384476218740,21.2875,3598,13.8210,162.3655,45.1015,5.7550,65.0288,18.0636,0.0000,0.0000,0.0000,
03:19:38:414,638387678201722,22.2881,3599,13.7550,176.1230,48.9231,5.6949,70.7248,19.6458,0.0000,0.0000,0.0000,
03:19:39:415,638390880267639,23.2888,3597,13.6630,189.7889,52.7191,5.6568,76.3828,21.2174,0.0000,0.0000,0.0000,
